net,sta,loc,chan,year,revstat,evid,rstat_ohe,file,pref_nslc
UW,SMSH,,HNZ,2023,manual,uw61938537,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.SMSH..HNZ/manual/2023/uw61938537.tgz,False
UW,PASS,,HHZ,2014,automatic,uw60917886,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2014/uw60917886.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61876216,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61876216.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61867051,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61867051.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61869422,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61869422.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61868306,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61868306.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61860777,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61860777.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61863097,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61863097.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61879811,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61879811.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61856207,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61856207.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61859687,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61859687.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61865167,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61865167.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61866727,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61866727.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61876681,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61876681.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61868542,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61868542.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61856452,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61856452.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61861017,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61861017.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61859577,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61859577.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61852817,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61852817.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61888711,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61888711.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61862097,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61862097.tgz,False
UW,PASS,,HHZ,2022,automatic,uw61874742,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2022/uw61874742.tgz,False
UW,PASS,,HHZ,2025,automatic,uw62061782,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2025/uw62061782.tgz,False
UW,PASS,,HHZ,2025,automatic,uw62062282,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2025/uw62062282.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62030431,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62030431.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62040276,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62040276.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62043231,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62043231.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62028137,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62028137.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62049537,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62049537.tgz,False
UW,PASS,,HHZ,2024,automatic,uw61985207,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw61985207.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62030796,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62030796.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62026491,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62026491.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62035161,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62035161.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62017166,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62017166.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62022057,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62022057.tgz,False
UW,PASS,,HHZ,2024,automatic,uw61999706,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw61999706.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62033951,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62033951.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62011702,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62011702.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62042776,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62042776.tgz,False
UW,PASS,,HHZ,2024,automatic,uw61996422,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw61996422.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62054111,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62054111.tgz,False
UW,PASS,,HHZ,2024,automatic,uw61996817,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw61996817.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62010547,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62010547.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62018251,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62018251.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62008072,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62008072.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62043717,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62043717.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62044871,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62044871.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62051272,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62051272.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62019971,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62019971.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62045406,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62045406.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62053891,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62053891.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62056731,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62056731.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62034956,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62034956.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62017631,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62017631.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62011227,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62011227.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62020992,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62020992.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62045106,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62045106.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62008611,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62008611.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62043412,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62043412.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62034471,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62034471.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62037421,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62037421.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62027632,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62027632.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62017242,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62017242.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62041616,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62041616.tgz,False
UW,PASS,,HHZ,2024,automatic,uw62017652,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2024/uw62017652.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61958071,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61958071.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61965641,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61965641.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61928807,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61928807.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61936556,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61936556.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61927067,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61927067.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61916907,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61916907.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61961741,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61961741.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61936237,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61936237.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61971021,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61971021.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61965646,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61965646.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61932341,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61932341.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61943037,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61943037.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61918807,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61918807.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61943572,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61943572.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61937972,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61937972.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61933492,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61933492.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61943217,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61943217.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61930561,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61930561.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61957101,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61957101.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61964861,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61964861.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61937357,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61937357.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61944556,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61944556.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61966522,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61966522.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61939256,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61939256.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61936986,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61936986.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61935041,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61935041.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61965106,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61965106.tgz,False
UW,PASS,,HHZ,2023,automatic,uw61942152,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2023/uw61942152.tgz,False
UW,PASS,,HHZ,2021,automatic,uw61791846,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2021/uw61791846.tgz,False
UW,PASS,,HHZ,2016,automatic,uw61138927,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2016/uw61138927.tgz,False
UW,PASS,,HHZ,2016,automatic,uw61128502,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2016/uw61128502.tgz,False
UW,PASS,,HHZ,2016,automatic,uw61177056,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2016/uw61177056.tgz,False
UW,PASS,,HHZ,2016,automatic,uw61177051,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2016/uw61177051.tgz,False
UW,PASS,,HHZ,2016,automatic,uw61141292,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/automatic/2016/uw61141292.tgz,False
UW,PASS,,HHZ,2022,manual,uw61873236,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61873236.tgz,False
UW,PASS,,HHZ,2022,manual,uw61857632,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61857632.tgz,False
UW,PASS,,HHZ,2022,manual,uw61877912,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61877912.tgz,False
UW,PASS,,HHZ,2022,manual,uw61866942,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61866942.tgz,False
UW,PASS,,HHZ,2022,manual,uw61867296,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61867296.tgz,False
UW,PASS,,HHZ,2022,manual,uw61877282,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61877282.tgz,False
UW,PASS,,HHZ,2022,manual,uw61869727,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61869727.tgz,False
UW,PASS,,HHZ,2022,manual,uw61861227,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61861227.tgz,False
UW,PASS,,HHZ,2022,manual,uw61863091,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61863091.tgz,False
UW,PASS,,HHZ,2022,manual,uw61863737,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61863737.tgz,False
UW,PASS,,HHZ,2022,manual,uw61860362,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61860362.tgz,False
UW,PASS,,HHZ,2022,manual,uw61862602,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61862602.tgz,False
UW,PASS,,HHZ,2022,manual,uw61860987,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61860987.tgz,False
UW,PASS,,HHZ,2022,manual,uw61873091,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61873091.tgz,False
UW,PASS,,HHZ,2022,manual,uw61848577,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61848577.tgz,False
UW,PASS,,HHZ,2022,manual,uw61862176,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61862176.tgz,False
UW,PASS,,HHZ,2022,manual,uw61859502,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61859502.tgz,False
UW,PASS,,HHZ,2022,manual,uw61849882,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61849882.tgz,False
UW,PASS,,HHZ,2022,manual,uw61866492,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61866492.tgz,False
UW,PASS,,HHZ,2022,manual,uw61851207,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61851207.tgz,False
UW,PASS,,HHZ,2022,manual,uw61859667,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61859667.tgz,False
UW,PASS,,HHZ,2022,manual,uw61859842,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61859842.tgz,False
UW,PASS,,HHZ,2022,manual,uw61879371,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61879371.tgz,False
UW,PASS,,HHZ,2022,manual,uw61862327,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61862327.tgz,False
UW,PASS,,HHZ,2022,manual,uw61865502,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61865502.tgz,False
UW,PASS,,HHZ,2022,manual,uw61876392,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61876392.tgz,False
UW,PASS,,HHZ,2022,manual,uw61844292,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61844292.tgz,False
UW,PASS,,HHZ,2022,manual,uw61866796,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61866796.tgz,False
UW,PASS,,HHZ,2022,manual,uw61875892,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61875892.tgz,False
UW,PASS,,HHZ,2022,manual,uw61881046,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2022/uw61881046.tgz,False
UW,PASS,,HHZ,2025,manual,uw62071251,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62071251.tgz,False
UW,PASS,,HHZ,2025,manual,uw62072461,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62072461.tgz,False
UW,PASS,,HHZ,2025,manual,uw62072261,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62072261.tgz,False
UW,PASS,,HHZ,2025,manual,uw62067067,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62067067.tgz,False
UW,PASS,,HHZ,2025,manual,uw62076791,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62076791.tgz,False
UW,PASS,,HHZ,2025,manual,uw62076596,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62076596.tgz,False
UW,PASS,,HHZ,2025,manual,uw62064867,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2025/uw62064867.tgz,False
UW,PASS,,HHZ,2024,manual,uw61999162,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw61999162.tgz,False
UW,PASS,,HHZ,2024,manual,uw62026086,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62026086.tgz,False
UW,PASS,,HHZ,2024,manual,uw62039171,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62039171.tgz,False
UW,PASS,,HHZ,2024,manual,uw62027401,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62027401.tgz,False
UW,PASS,,HHZ,2024,manual,uw62059336,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62059336.tgz,False
UW,PASS,,HHZ,2024,manual,uw62032596,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62032596.tgz,False
UW,PASS,,HHZ,2024,manual,uw61503588,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw61503588.tgz,False
UW,PASS,,HHZ,2024,manual,uw62021677,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62021677.tgz,False
UW,PASS,,HHZ,2024,manual,uw61998902,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw61998902.tgz,False
UW,PASS,,HHZ,2024,manual,uw61981506,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw61981506.tgz,False
UW,PASS,,HHZ,2024,manual,uw62022022,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62022022.tgz,False
UW,PASS,,HHZ,2024,manual,uw62044371,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.PASS..HHZ/manual/2024/uw62044371.tgz,False
