evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,to_timestamp,lat,lon,depth,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
61941657,eq,1,2,,,3223763,2.13,l,0.07794632918413158,4,1,3236233,UW,Jiggle,2023-08-16 11:35:57.07-07,48.83883333333333,-121.674,-1.33,0.5,0.14,0.96,3.32,,,0,n,n,n,,,,,,,,,,,3.45,2,73,0.57,98,1,0.32,,
61941817,lf,1,2,2093218,Mt. Baker,3223828,1.5,l,0.06228762085273143,21,6,3236278,UW,Jiggle,2023-08-17 02:27:49.799999-07,48.75983333333333,-121.84116666666667,-0.71,0.75,0.21,0.9,2.47,,,0,n,n,n,,,,,,,,,,,2.63,313,70,0.56,215,2,0.5,,
61942202,eq,1,3,,,3224173,1.6500000000000001,l,0.11204678669680712,19,7,3236498,UW,Jiggle,2023-08-18 10:42:00.169998-07,48.40533333333333,-121.85616666666667,-0.51,1,0.2,0.29,0.68,,,0,n,n,n,,,,,,,,,,,0.69,166,80,0.3,54,3,0.23,,
61951036,eq,0,2,,,448666,1.6184101104736328,l,0.4085172414779663,25,15,1891546,UW,RT1,2023-08-18 10:42:00.400002-07,48.41166687011719,-121.8584976196289,2.1600000858306885,0,0.25999999,0.939999998,19.6599998,,,0,y,,,,,,,,,,,,,19.6700001,268,89,0.939999998,248,0,0.479999989,,
61942752,lf,1,2,2093493,Mt. Baker,3224983,1.29,l,0.14278016406478922,13,5,3237008,UW,Jiggle,2023-08-19 21:32:38.679999-07,48.76583333333333,-121.8455,-0.99,0.5,0.33,0.72,2.5,,,0,n,n,n,,,,,,,,,,,2.6,327,74,0.72,188,12,0.57,,
61943037,lf,1,2,2096338,Mt. Baker,3236748,1.5,l,0.13049700167156508,14,4,3244343,UW,Jiggle,2023-08-21 05:37:55.969999-07,48.798,-121.84116666666667,-0.75,0.25,0.46,9.73,15.65,,,0,n,n,n,,,,,,,,,,,18.43,334,58,1.3,159,31,0.93,,
61943217,lf,1,2,2096348,Mt. Baker,3236833,1.4000000000000001,l,0.11460901182202154,8,3,3244388,UW,Jiggle,2023-08-22 00:21:11.73-07,48.79783333333334,-121.79583333333333,-0.65,0.75,0.03,2.02,1.81,,,0,n,n,n,,,,,,,,,,,2.71,6,41,0.93,220,42,0.39,,
61502833,eq,1,2,,,3236843,0.81,d,0.030797977213687933,2,2,3244393,UW,Jiggle,2023-08-22 00:21:40.33-07,48.47083333333333,-121.66816666666666,5.21,0.5,0.01,0.86,3.52,,,0,n,n,n,,,,,,,,,,,3.62,164,76,0.76,18,11,0.23,,
61943572,lf,1,2,2093643,Mt. Baker,3225483,1.29,l,0.03448138718543059,5,3,3237328,UW,Jiggle,2023-08-23 08:01:05.82-07,48.745333333333335,-121.84166666666667,-0.39,0.5,0.23,1.89,5.68,,,0,n,n,n,,,,,,,,,,,5.99,332,71,0.96,216,8,0.77,,
61943947,px,1,2,2093578,Canada blast,3225323,1.27,l,0.12611683724870648,8,5,3237223,UW,Jiggle,2023-08-24 12:03:20.27-07,49.099833333333336,-122.09216666666667,-0.99,0.5,0.28,2.74,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.74,290,0,1.35,,
61953466,eq,1,3,,,3225438,0.47000000000000003,l,0.0540684866273331,9,5,3237303,UW,Jiggle,2023-08-26 02:59:44.49-07,48.387,-122.21316666666667,17.18,1,0.18,0.47,0.75,,,0,n,n,n,,,,,,,,,,,0.81,15,68,0.49,242,14,0.38,,
61953621,lf,1,2,2093658,Mt. Baker,3225513,1.23,l,0.09671099923938786,10,4,3237353,UW,Jiggle,2023-08-26 17:57:15.34-07,48.800666666666665,-121.84466666666667,-1.01,0.5,0.38,1.65,2.96,,,0,n,n,n,,,,,,,,,,,3.39,338,60,1.34,153,29,0.93,,
61954101,lf,1,2,2093843,Mt. Baker,3236848,1.28,l,0.050003937461747916,12,5,3244398,UW,Jiggle,2023-08-28 00:33:32.09-07,48.762,-121.82533333333333,-0.96,0.5,0.3,1.11,2.59,,,0,n,n,n,,,,,,,,,,,2.82,350,66,0.75,231,11,0.52,,
61945642,lf,1,2,2093743,Mt. Baker,3226108,1.05,l,0.12443359634354023,10,5,3237698,UW,Jiggle,2023-08-29 03:01:28.33-07,48.758,-121.83716666666666,-0.65,1,0.3,0.59,1.47,,,0,n,n,n,,,,,,,,,,,1.54,346,73,0.6,223,9,0.5,,
61946632,eq,1,2,,,3226213,0.8200000000000001,l,0.09934727301832436,13,6,3237768,UW,Jiggle,2023-08-30 02:52:24.699997-07,48.4585,-121.65616666666666,6.78,1,0.04,0.33,0.99,,,0,n,n,n,,,,,,,,,,,1.04,57,71,0.34,219,17,0.21,,
61946772,px,1,2,2093808,Canada blast,3226273,1.24,l,0.10242125512016931,9,4,3237808,UW,Jiggle,2023-08-30 11:45:57.599998-07,49.127833333333335,-122.1435,-1,0.5,0.21,2.19,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.19,193,0,1.05,,
61947442,lf,1,2,2094028,"Mt. Baker, first of a double event",3226828,1.32,l,0.07905837050495923,16,5,3238198,UW,Jiggle,2023-09-01 07:52:06.189999-07,48.74766666666667,-121.84566666666667,-0.16,0.5,0.18,0.71,2.89,,,0,n,n,n,,,,,,,,,,,2.92,342,81,0.72,169,8,0.45,,
61947572,lf,1,3,2094008,Mt. Baker,3226748,0.22,d,0.01572426809148153,3,3,3238148,UW,Jiggle,2023-09-01 15:14:17.739998-07,48.715,-121.863,-0.48,0.5,0.19,1.78,15.89,,,0,y,n,n,,,,,,,,,,,15.96,334,84,1.79,196,3,1.16,,
61956746,lf,1,2,2094068,Mt. Baker,3227053,1.23,l,0.10059167019440751,18,7,3238328,UW,Jiggle,2023-09-02 23:27:21.759998-07,48.766333333333336,-121.81133333333334,-0.99,0.75,0.37,0.82,2.12,,,0,n,n,n,,,,,,,,,,,2.27,347,68,0.75,232,9,0.5,,
61957006,lf,1,2,2094348,Baker Probably glacier event. nly LF and short,3228543,0.77,l,0.14153534017904573,10,5,3239208,UW,Jiggle,2023-09-04 04:03:21.039997-07,48.775,-121.8555,2.29,0.75,0.31,1.11,0.88,,,0,n,n,n,,,,,,,,,,,1.41,320,38,0.96,211,21,0.61,,
61957101,lf,1,2,2095858,Mt. Baker,3234483,1.3900000000000001,l,0.07055682336100166,9,3,3243008,UW,Jiggle,2023-09-04 12:59:50.209999-07,48.74283333333333,-121.84733333333334,0.95,0.5,0.26,4.44,7.91,,,0,n,n,n,,,,,,,,,,,9.07,8,60,1.12,238,19,0.73,,
61948782,eq,0,0,,,464432,0.360000014,d,0,1,1,1884182,UW,RT2,2023-09-06 07:37:10.450001-07,48.673500061035156,-122.00733184814453,4.360000133514404,0,0.0199999996,0.629999995,8.47000027,,,0,y,,,,,,,,,,,,,8.48999977,300,85,0.589999974,123,4,0.360000014,,
61957606,eq,1,2,,,3227683,1.25,l,0.08455897341638519,9,3,3238728,UW,Jiggle,2023-09-06 07:37:10.57-07,48.667,-122.02666666666667,5.67,0.5,0.2,0.76,3.32,,,0,n,n,n,,,,,,,,,,,3.41,289,77,0.71,132,11,0.43,,
61958006,px,1,2,2094498,Mainland Gravel ,3229083,0.89,l,0.06328617069005626,10,5,3239538,UW,Jiggle,2023-09-07 14:45:23.110001-07,49.071,-122.14466666666667,-0.99,0.5,0.13,3.15,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.15,189,0,0.65,,
61958071,eq,1,2,,,3229098,1.34,l,0.1534887822832669,10,4,3239548,UW,Jiggle,2023-09-07 21:28:21.209999-07,48.82666666666667,-121.82666666666667,-0.8,0.5,0.39,2.3,2.89,,,0,n,n,n,,,,,,,,,,,3.7,350,51,1.19,161,38,0.65,,
61949892,lf,1,2,2094363,Mt. Baker,3228638,1.35,l,0.08347708449331814,18,5,3239258,UW,Jiggle,2023-09-10 14:38:05.219997-07,48.772333333333336,-121.84516666666667,-1.01,1,0.27,0.81,1.95,,,0,n,n,n,,,,,,,,,,,2.11,348,67,0.76,136,19,0.58,,
61960396,eq,1,2,,,3230463,1.3,l,0.20284806423238066,25,9,3240388,UW,Jiggle,2023-09-16 22:39:36.78-07,48.60766666666667,-122.20033333333333,15.03,1,0.22,0.57,0.81,,,0,n,n,n,,,,,,,,,,,0.88,255,67,0.61,97,21,0.47,,
61960561,lf,1,2,2094753,Mt. Baker,3230508,1.44,l,0.12086866718394851,17,5,3240428,UW,Jiggle,2023-09-17 19:16:02.939999-07,48.781333333333336,-121.84933333333333,-0.67,0.5,0.63,1.86,4.77,,,0,n,n,n,,,,,,,,,,,5.12,348,68,1.93,131,17,1.55,,
61960906,px,1,2,2095623,Canada blast,3233738,1.85,l,0.08441431325617355,4,1,3242518,UW,Jiggle,2023-09-19 16:29:11.119999-07,49.090333333333334,-121.96016666666667,-0.95,0.5,0.15,1.26,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.26,209,0,0.62,,
61961296,px,1,3,2095593,Canada blast,3233688,1.08,d,0.09537227675531379,4,4,3242488,UW,Jiggle,2023-09-21 11:10:11.189999-07,49.165,-122.14183333333334,-0.85,0.5,0.3,3.22,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.22,245,0,2.38,,
61961741,lf,1,2,2094968,Mt. Baker,3231598,1.48,l,0.1362020680404713,14,4,3241093,UW,Jiggle,2023-09-22 18:18:48.1-07,48.837666666666664,-121.85016666666667,-0.76,0.5,0.43,3.74,3.81,,,0,n,n,n,,,,,,,,,,,5.34,346,45,2.29,149,43,1.09,,
61953862,lf,1,2,2095303,Mt. Baker,3232683,1.47,l,0.07963100269826318,18,5,3241803,UW,Jiggle,2023-09-27 23:37:01.34-07,48.75483333333333,-121.84916666666666,-0.69,0.75,0.04,1.02,1.92,,,0,n,n,n,,,,,,,,,,,1.92,167,85,1.03,356,4,0.4,,
61962891,eq,1,2,,,3233178,0.53,l,0.024258578159957578,5,3,3242178,UW,Jiggle,2023-09-28 21:02:56.699999-07,48.480333333333334,-121.8625,4.21,0.5,0.14,0.71,11.5,,,0,y,n,n,,,,,,,,,,,11.5,188,89,0.71,9,0,0.34,,
61963166,lf,1,2,2095528,Mt. Baker,3233358,1.3,l,0.06491376375017244,15,5,3242293,UW,Jiggle,2023-09-30 09:07:57.83-07,48.76166666666667,-121.83316666666667,-0.69,0.75,0.29,0.86,2.36,,,0,n,n,n,,,,,,,,,,,2.51,2,69,0.69,110,6,0.67,,
61964291,lf,1,2,,,3234908,1.44,l,0.03923129154130511,17,6,3243243,UW,Jiggle,2023-10-05 12:48:35.849999-07,48.75683333333333,-121.84316666666666,-0.66,0.5,0.32,1.25,3.8,,,0,n,n,n,,,,,,,,,,,4,352,71,0.87,130,13,0.81,,
61964706,lf,1,2,2095933,Mt. Baker,3235278,0.71,h,,0,0,3243428,UW,Jiggle,2023-10-07 07:28:45.08-07,48.7595,-121.837,-0.34,0.5,0.08,4.9,8.7,,,0,y,n,n,,,,,,,,,,,9.98,332,60,0.5,194,22,0.29,,
61964861,eq,1,2,,,3235358,1.01,l,0.12245065163266683,10,4,3243468,UW,Jiggle,2023-10-07 19:41:44.289999-07,48.70516666666666,-121.87266666666666,31.02,0.5,0.34,1.28,2.5,,,0,n,n,n,,,,,,,,,,,2.62,302,73,1.29,184,8,1.11,,
61965106,lf,1,2,2095988,Mt. Baker,3235673,1.45,l,0.057622389651043715,7,4,3243658,UW,Jiggle,2023-10-09 05:18:43.049999-07,48.768166666666666,-121.8345,-0.74,0.25,0.44,5.14,10.94,,,0,n,n,n,,,,,,,,,,,12.09,341,64,2.14,143,24,1.23,,
61965121,eq,1,2,,,3235683,1.04,l,0.14785597990103866,10,4,3243663,UW,Jiggle,2023-10-09 06:24:35.34-07,48.37916666666667,-121.928,3.56,0.5,0.1,0.36,11.87,,,0,y,n,n,,,,,,,,,,,11.87,0,90,0.36,242,0,0.24,,
61965641,lf,1,2,2096298,Mt. Baker,3236678,1.18,l,0.08346010502450452,7,3,3244288,UW,Jiggle,2023-10-12 14:05:47.799999-07,48.7595,-121.8425,0.13,0.5,0.18,3.57,6.21,,,0,n,n,n,,,,,,,,,,,7.16,3,60,0.73,239,17,0.5,,
61965646,lf,1,2,2096303,Mt. Baker,3236688,1.09,l,0.07781332424075238,7,3,3244293,UW,Jiggle,2023-10-12 14:07:40.889999-07,48.77883333333333,-121.83666666666667,-0.29,0.5,0.45,3.91,4.88,,,0,n,n,n,,,,,,,,,,,6.25,2,51,2.1,151,34,1.22,,
61958037,px,1,3,2096973,Mainland Sand quary,3240423,1.34,l,0.12096174839166673,7,5,3246383,UW,Jiggle,2023-10-19 14:23:53.08-07,49.10183333333333,-122.15716666666667,-0.72,0.5,0.27,1.51,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.51,185,0,0.93,,
61958247,px,1,3,,,3239743,1.02,d,0.12193221464561477,5,5,3246038,UW,Jiggle,2023-10-20 13:01:45.19-07,49.149166666666666,-122.16316666666667,-0.99,0.5,0.39,2.18,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.18,277,0,1.91,,
61958472,lf,1,2,2096778,Mt. Baker,3239233,1.35,l,0.10861271263157923,19,6,3245743,UW,Jiggle,2023-10-21 14:43:55.51-07,48.767,-121.83166666666666,-0.68,0.75,0.27,0.84,2.22,,,0,n,n,n,,,,,,,,,,,2.37,356,69,0.8,204,18,0.68,,
61959227,eq,1,2,,,3240553,0.99,l,0.09986168814626217,6,3,3246458,UW,Jiggle,2023-10-25 15:55:49.299999-07,48.62383333333333,-122.01666666666667,-1.11,0.75,0.32,2.11,2.49,,,0,n,n,n,,,,,,,,,,,3.27,290,49,0.88,116,40,0.43,,
61959357,eq,1,2,,,3241038,0.85,l,0.2730074202304982,9,4,3246758,UW,Jiggle,2023-10-26 04:31:51.85-07,48.757666666666665,-122.153,10.57,1,0.15,0.69,0.73,,,0,n,n,n,,,,,,,,,,,0.91,137,52,0.84,295,35,0.39,,
61959807,px,1,2,2097163,Canada blast,3241173,1.27,l,0.27643686248338906,5,4,3246863,UW,Jiggle,2023-10-27 14:54:53.209999-07,49.08383333333333,-122.1405,-0.81,0.5,0.22,2.02,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.02,262,0,1.39,,
61959967,eq,1,2,,,3241258,1.08,l,0.06262293100576954,13,6,3246908,UW,Jiggle,2023-10-28 06:28:10.469997-07,48.46816666666667,-121.86766666666666,3.46,0.5,0.2,0.48,18.79,,,0,y,n,n,,,,,,,,,,,18.79,0,90,0.48,178,0,0.36,,
61960237,lf,1,2,2097218,Mt. Baker,3241498,1.47,l,0.10683262890723266,16,5,3247053,UW,Jiggle,2023-10-29 05:26:28.87-07,48.782833333333336,-121.84266666666667,-0.68,1,0.13,0.59,1.26,,,0,n,n,n,,,,,,,,,,,1.36,348,68,0.6,105,10,0.44,,
61960687,px,1,4,2097568,Canada blast,3242978,0.68,d,0.07856967726800868,4,4,3247993,UW,Jiggle,2023-10-31 11:18:19.41-07,49.0505,-122.10433333333333,-1.22,0.25,0.13,11.12,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,11.12,133,0,1.53,,
61971021,lf,1,2,2097588,Mt. Baker,3243108,1.19,l,0.06069134222418149,9,3,3248068,UW,Jiggle,2023-11-07 04:36:17.93-08,48.76583333333333,-121.833,-0.8,0.5,0.38,2.44,5.19,,,0,n,n,n,,,,,,,,,,,5.73,340,64,1.23,149,24,1.01,,
61971676,lf,1,2,2097688,Mt. Baker,3243583,1.52,l,0.062849404060485,16,5,3248353,UW,Jiggle,2023-11-10 19:49:57.299999-08,48.75,-121.829,-0.12,1,0.17,0.62,0.82,,,0,n,n,n,,,,,,,,,,,0.84,52,77,0.62,269,9,0.39,,
61972211,px,1,3,2097768,Canada Blast,3244043,0.81,d,0.07529724508002933,4,4,3248618,UW,Jiggle,2023-11-14 13:11:51.1-08,49.087,-122.142,-0.99,0.5,0.22,3.82,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.82,309,0,1.83,,
61972266,eq,1,2,,,3244348,1.08,l,0.06075612199001379,14,6,3248783,UW,Jiggle,2023-11-15 01:32:46.56-08,48.47116666666667,-121.87066666666666,6.37,1,0.16,0.35,1.69,,,0,n,n,n,,,,,,,,,,,1.69,356,86,0.35,145,2,0.32,,
61972271,eq,1,2,,,3244338,0.37,l,0.00334162820329878,4,2,3248778,UW,Jiggle,2023-11-15 02:25:51.119999-08,48.4635,-121.8645,-0.51,1,0.17,0.38,0.78,,,0,n,n,n,,,,,,,,,,,0.78,146,84,0.39,0,4,0.3,,
61972281,lf,1,2,2097848,Mt. Baker,3244453,1.44,l,0.0792441051752456,12,4,3248868,UW,Jiggle,2023-11-15 05:19:41.02-08,48.78333333333333,-121.88883333333334,-0.03,0.5,0.46,2.48,5.2,,,0,n,n,n,,,,,,,,,,,5.76,333,64,1.85,226,8,1.01,,
61972736,px,1,3,2097863,Canada blast,3244498,1.01,l,0.04490143623390308,8,5,3248893,UW,Jiggle,2023-11-17 15:40:30.54-08,49.038833333333336,-122.07966666666667,-0.68,0.5,0.09,4.95,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.95,152,0,0.96,,
61973211,eq,1,1,,,3244893,1.18,l,0.02321202691526225,7,3,3249123,UW,Jiggle,2023-11-20 02:46:12.91-08,48.615,-121.984,7.36,1,0.12,0.36,1.16,,,0,n,n,n,,,,,,,,,,,1.19,258,77,0.37,98,12,0.26,,
61964377,eq,0,0,,,472262,0.769999981,d,0,1,1,1899777,UW,RT2,2023-11-20 02:46:12.939999-08,48.62516784667969,-121.9739990234375,3,0,0.109999999,0.579999983,12.3900003,,,0,y,,,,,,,,,,,,,12.3900003,0,90,0.579999983,271,0,0.370000005,,
61973451,eq,1,2,,,3246153,0.5700000000000001,l,0.009914903277599085,4,2,3249828,UW,Jiggle,2023-11-23 03:28:20.889999-08,48.629,-122.19316666666667,13.14,1,0.09,0.78,0.64,,,0,n,n,n,,,,,,,,,,,0.94,267,34,0.81,62,52,0.48,,
61966522,lf,1,1,2098668,Needs further review; LFE at Mt. Baker,3248448,1.62,l,0.14973577881923805,12,6,3251293,UW,Jiggle,2023-12-06 19:29:42.53-08,48.7855,-121.854,1.05,0.5,0.51,3.85,4.38,,,0,n,n,n,,,,,,,,,,,5.84,341,48,1.89,139,39,1.29,,
61976306,px,1,2,,,3247838,0.9,l,0.1987353835093672,12,5,3250933,UW,Jiggle,2023-12-12 10:18:45.73-08,48.44383333333333,-122.07816666666666,-0.7,0.5,0.16,0.64,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.64,304,0,0.33,,
61976771,eq,1,4,,,3248253,1.62,l,0.11576019897372758,31,12,3251183,UW,Jiggle,2023-12-15 21:40:09.309998-08,48.471,-121.86383333333333,-0.35,1,0.19,0.49,1.14,,,0,n,n,n,,,,,,,,,,,1.16,87,77,0.49,209,6,0.38,,
61967937,eq,0,2,,,474092,1.6934243440628052,l,0.31163936853408813,17,10,1903337,UW,RT2,2023-12-15 21:40:09.459999-08,48.47883224487305,-121.84950256347656,-0.5199999809265137,0,0.25,0.75999999,1.55999994,,,0,n,,,,,,,,,,,,,1.57000005,135,85,0.75999999,51,0,0.540000021,,
61978286,px,1,3,2099023,Canada blast,3249773,1.47,l,0.09581333393960456,9,4,3252113,UW,Jiggle,2023-12-29 13:25:24.369999-08,49.11183333333334,-122.13833333333334,-0.38,0.5,0.35,2.41,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.41,204,0,1.27,,
61978296,eq,1,2,,,3249753,0.98,l,0.049087305263385284,10,5,3252103,UW,Jiggle,2023-12-29 15:11:32.84-08,48.4715,-121.86166666666666,6.88,1,0.08,0.42,1.46,,,0,n,n,n,,,,,,,,,,,1.48,18,82,0.43,170,7,0.23,,
61978491,eq,1,1,,,3249868,1.35,l,0.0789913494681338,10,4,3252163,UW,Jiggle,2023-12-31 12:02:32.45-08,48.45916666666667,-121.9275,11.36,1,0.1,0.36,1.02,,,0,n,n,n,,,,,,,,,,,1.05,280,76,0.37,50,8,0.25,,
61980231,lf,1,2,2099423,Mt. Baker,3251583,1.47,l,0.09038169407821894,17,5,3253238,UW,Jiggle,2024-01-17 06:04:12.709999-08,48.7455,-121.8465,0.65,1,0.09,0.69,1.3,,,0,n,n,n,,,,,,,,,,,1.47,13,62,0.59,235,21,0.47,,
61971732,eq,0,1,,,475982,2.9862080812454224,l,0.2843707799911499,64,44,1907132,UW,RT2,2024-01-20 13:41:35.36-08,48.41749954223633,-121.49849700927734,94.05999755859375,0,0.289999992,8.36999989,17.0900002,,,0,y,,,,,,,,,,,,,19.0300007,122,63,5.42999983,33,0,3.52999997,,
61980686,lf,1,3,2099623,Mt. Baker,3252443,1.17,l,0.11414851566007078,12,5,3253758,UW,Jiggle,2024-01-22 00:39:09.879997-08,48.7515,-121.835,0.38,1,0.11,0.59,1.4,,,0,n,n,n,,,,,,,,,,,1.52,7,67,0.51,238,14,0.36,,
61981506,lf,1,2,2101903,Mt. Baker,3261273,1.32,l,0.061024592206610384,14,5,3259158,UW,Jiggle,2024-01-30 14:43:01.57-08,48.754333333333335,-121.82883333333334,-0.66,1,0.08,0.6,1.14,,,0,n,n,n,,,,,,,,,,,1.16,294,79,0.6,43,3,0.24,,
61982181,px,1,2,2100253,Canada blast,3254983,1.28,l,0.04583350342755832,6,3,3255193,UW,Jiggle,2024-02-07 13:47:19.879997-08,49.16683333333334,-122.14266666666667,-0.43,0.5,0.44,2.34,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.34,167,0,1.58,,
61983091,lf,1,2,2100688,Mt. Baker,3256708,1.4000000000000001,l,0.056938092126357365,14,5,3256253,UW,Jiggle,2024-02-14 07:54:58.31-08,48.760666666666665,-121.83883333333333,-0.66,0.5,0.25,1.21,3.1,,,0,n,n,n,,,,,,,,,,,3.23,335,73,1.22,227,5,0.87,,
61983886,px,1,2,2100853,Canada blast,3258198,1.5,l,0.14871887361681801,4,3,3257068,UW,Jiggle,2024-02-21 12:31:51.93-08,49.13733333333333,-122.07866666666666,-0.38,0.25,0.48,5.43,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,5.43,173,0,1.87,,
61984826,lf,1,2,2101028,Mt. Baker,3258988,1.6400000000000001,l,0.08769424168237316,16,5,3257508,UW,Jiggle,2024-02-26 05:30:00.889999-08,48.756166666666665,-121.82983333333334,2.4,1,0.14,0.77,1.18,,,0,n,n,n,,,,,,,,,,,1.41,325,56,0.66,231,2,0.33,,
61987246,lf,1,2,2101758,Mt. Baker,3260988,1.44,l,0.08269178922862452,17,5,3258953,UW,Jiggle,2024-03-04 06:38:37.44-08,48.7665,-121.84966666666666,-0.67,1,0.14,0.91,1.72,,,0,n,n,n,,,,,,,,,,,1.72,187,86,0.92,327,2,0.44,,
61980642,lf,1,3,2105173,Mt. Baker,3271928,1.57,l,0.06958930912154793,16,5,3266668,UW,Jiggle,2024-03-11 18:15:09.099998-07,48.7445,-121.84266666666667,0.13,1,0.11,0.59,1.55,,,0,n,n,n,,,,,,,,,,,1.63,346,72,0.6,225,9,0.47,,
61990451,lf,1,4,2105698,Mt. Baker,3272988,1.3800000000000001,l,0.08307013264794838,18,6,3267458,UW,Jiggle,2024-03-18 22:51:54.349998-07,48.756166666666665,-121.84883333333333,-0.65,1,0.09,0.54,1.56,,,0,n,n,n,,,,,,,,,,,1.56,351,84,0.54,156,5,0.37,,
61991046,px,1,3,2105843,Canada blast,3273323,1.33,l,0.054663203508835134,4,2,3267693,UW,Jiggle,2024-03-20 12:33:53.76-07,49.10316666666667,-122.1235,-0.61,0.5,0.08,1.68,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.68,260,0,0.78,,
61991126,eq,1,1,,,3264503,1.67,l,0.1357253290364112,20,7,3261673,UW,Jiggle,2024-03-20 14:45:56.01-07,48.4765,-121.82516666666666,12.44,1,0.09,0.3,0.74,,,0,n,n,n,,,,,,,,,,,0.74,47,83,0.3,155,2,0.25,,
61983107,eq,0,0,,,479667,2.11999989,d,0,1,1,1918507,UW,RT2,2024-03-20 14:45:56.110001-07,48.47916793823242,-121.82166290283203,2.0199999809265137,0,0.100000001,0.419999987,9.31999969,,,0,y,,,,,,,,,,,,,9.31999969,319,89,0.419999987,64,0,0.289999992,,
61991611,px,1,3,2106123,Canada blast,3274113,1.31,l,0.04144238545216472,6,2,3268228,UW,Jiggle,2024-03-22 10:56:22.84-07,49.1095,-122.02933333333333,-0.86,0.5,0.06,1.07,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.07,309,0,0.46,,
61991956,lf,1,4,2103388,Mt. Baker,3266078,1.68,l,0.10666732798237732,14,7,3262818,UW,Jiggle,2024-03-23 22:07:55-07,48.788666666666664,-121.85616666666667,-0.66,1,0.24,0.89,1.78,,,0,n,n,n,,,,,,,,,,,1.92,332,68,0.96,149,21,0.45,,
61992776,px,1,2,2103408,Canada blast,3266148,1.32,l,0.091052825122245,6,2,3262858,UW,Jiggle,2024-03-27 15:14:58.279999-07,49.08716666666667,-122.18333333333334,-0.66,0.5,0.21,1.16,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.16,162,0,0.91,,
61985207,lf,1,3,2106388,Mt. Baker,3274903,1.35,l,0.10760867493245829,9,4,3268768,UW,Jiggle,2024-03-29 19:08:45.15-07,48.772,-121.81516666666667,-0.79,0.75,0.24,1.06,2.29,,,0,n,n,n,,,,,,,,,,,2.52,343,65,0.63,211,17,0.47,,
61503063,lf,1,4,2103998,Mt. Baker,3283223,1.05,l,0.06253975897108899,5,3,3274023,UW,Jiggle,2024-04-04 02:08:42.03-07,48.76133333333333,-121.8435,-0.84,0.5,0.17,1.26,2.58,,,0,n,n,n,,,,,,,,,,,2.86,156,64,1.39,336,25,0.74,,
61987742,px,1,2,2104523,Canada blast,3269888,1.27,l,0.05716158651613368,5,3,3265263,UW,Jiggle,2024-04-10 11:46:05.129997-07,49.026666666666664,-122.15533333333333,-0.66,0.5,0.21,1.71,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.71,176,0,0.58,,
61987907,lf,1,1,2104568,Mt. Baker,3270023,1.6400000000000001,l,0.10790049156082238,16,8,3265353,UW,Jiggle,2024-04-11 02:38:37.08-07,48.754333333333335,-121.83216666666667,-0.69,0.75,0.25,0.69,2.26,,,0,n,n,n,,,,,,,,,,,2.33,357,76,0.7,197,12,0.63,,
61988352,eq,1,2,,,3271108,1.34,l,0.05071731377474542,10,5,3266078,UW,Jiggle,2024-04-13 06:59:23.939999-07,48.383833333333335,-121.7555,8.85,0.5,0.21,0.47,2.54,,,0,n,n,n,,,,,,,,,,,2.55,70,86,0.47,231,3,0.31,,
61988757,px,1,1,2104753,Near known quarries,3270668,1.69,l,0.10142833408368945,21,9,3265758,UW,Jiggle,2024-04-15 11:27:33.78-07,49.01766666666666,-122.04183333333333,-0.39,0.5,0.08,0.51,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.51,179,0,0.21,,
61988777,px,1,3,2104763,Canada blast,3270693,1.06,d,0.4068727485960686,2,2,3265778,UW,Jiggle,2024-04-15 12:25:00.259998-07,49.01916666666666,-122.1435,-0.83,0.25,0.5,42.31,31.61,,,0,y,n,n,,,,,,,,,,,42.31,208,0,31.61,0,90,4.17,,
