cluster_index,reftime
303,2024-07-13 16:30:40.370000
303,2024-07-13 21:09:47.570000
303,2024-07-14 05:26:55.120000
303,2024-07-14 21:00:49.250000
303,2024-07-15 09:15:18.570000
303,2024-07-16 07:04:35.740000
303,2024-07-16 23:16:49.220000
303,2024-07-18 01:47:50.920000
303,2024-07-18 08:10:03.990000
303,2024-07-19 10:44:28.890000
303,2024-07-21 07:36:46.290000
303,2024-07-24 03:44:00.780000
303,2024-07-25 02:03:37.450000
303,2024-07-27 08:18:19.770000
303,2024-07-29 07:06:10.170000
303,2024-07-30 07:08:26.210000
303,2024-07-31 14:22:56.130000
303,2024-08-01 05:47:55.710000
303,2024-08-01 07:05:28.140000
303,2024-08-04 18:04:44.170000
303,2024-08-06 06:32:43.150000
303,2024-08-07 03:04:00.670000
303,2024-08-07 16:16:14.650000
303,2024-08-08 08:02:41.730000
303,2024-08-09 07:26:51.990000
303,2024-08-09 14:34:59.810000
303,2024-08-10 01:09:14.330000
303,2024-08-10 10:11:44.690000
303,2024-08-11 17:00:39.820000
303,2024-08-12 08:12:16.000000
303,2024-08-14 08:55:23.800000
303,2024-08-15 18:11:19.080000
303,2024-08-16 22:08:14.820000
303,2024-08-17 08:53:00.970000
303,2024-08-18 15:02:22.590000
303,2024-08-19 07:55:42.780000
303,2024-08-19 22:39:59.030000
303,2024-08-21 14:08:31.720000
303,2024-08-23 04:29:19.740000
303,2024-08-24 06:03:09.750000
303,2024-08-25 03:03:41.110000
303,2024-08-27 03:19:08.180000
303,2024-08-28 09:00:07.140000
303,2024-08-29 07:39:35.290000
303,2024-08-31 12:04:44.470000
303,2024-09-01 05:00:45.110000
303,2024-09-02 02:05:20.080000
303,2024-09-03 05:22:39.230000
303,2024-09-03 15:18:40.650000
303,2024-09-04 15:24:59.160000
303,2024-09-06 08:31:03.090000
303,2024-09-06 14:28:26.570000
303,2024-09-07 14:22:37.540000
303,2024-09-09 11:42:04.120000
303,2024-09-11 03:56:09.120000
303,2024-09-12 06:34:01.600000
303,2024-09-13 07:15:31.530000
303,2024-09-14 23:54:47.750000
303,2024-09-16 06:42:59.130000
303,2024-09-16 18:09:35.740000
303,2024-09-18 02:46:31.410000
303,2024-09-19 01:29:10.630000
303,2024-09-20 11:09:55.630000
303,2024-09-21 06:45:55.400000
303,2024-09-22 20:59:41.510000
303,2024-09-24 20:45:53.480000
303,2024-09-25 15:44:33.620000
303,2024-09-25 16:37:20.990000
303,2024-09-26 15:39:19.650000
303,2024-09-27 03:21:23.540000
303,2024-10-04 17:02:46.700000
303,2024-10-07 00:55:01.780000
303,2024-10-09 18:13:35.830000
303,2024-10-10 17:43:23.880000
303,2024-10-15 04:34:45.540000
303,2024-10-16 06:42:43.230000
303,2024-10-17 03:00:50.780000
303,2024-10-20 12:51:28.570000
303,2024-10-21 09:14:57.900000
303,2024-10-21 09:40:37.920000
303,2024-10-22 06:48:47.930000
303,2024-10-22 23:05:29.680000
303,2024-10-24 10:28:14.730000
303,2024-10-27 07:39:47.200000
303,2024-10-27 22:13:23.380000
303,2024-10-30 03:31:26.320000
303,2024-10-31 14:37:03.250000
303,2024-11-02 14:33:52.220000
303,2024-11-03 12:51:50.030000
303,2024-11-04 19:00:53.960000
303,2024-11-08 16:32:54.450000
303,2024-11-10 11:16:14.270000
303,2024-11-12 07:21:37.600000
303,2024-11-12 07:22:11.660000
303,2024-11-13 23:23:58.160000
303,2024-11-15 03:44:15.730000
303,2024-11-19 01:53:56.390000
303,2024-11-23 08:32:09.880000
303,2024-11-25 05:47:09.100000
303,2024-11-27 10:08:34.460000
303,2024-11-28 20:47:23.490000
303,2024-12-02 09:37:56.440000
303,2024-12-05 10:52:25.640000
303,2024-12-06 22:44:27.360000
303,2024-12-11 05:04:26.200000
303,2024-12-12 08:14:37.700000
303,2024-12-14 10:40:02.750000
303,2024-12-15 10:55:57.790000
303,2024-12-19 20:13:50.630000
303,2024-12-21 22:07:03.030000
303,2024-12-22 08:57:00.460000
303,2024-12-24 20:51:16.650000
303,2024-12-28 10:11:01.270000
303,2025-01-01 09:39:49.620000
303,2025-01-08 08:59:02.140000
303,2025-01-16 06:08:20.950000
303,2025-01-27 03:47:47.190000
303,2025-02-02 23:06:18.640000
303,2025-02-06 00:03:23.610000
303,2025-02-10 02:57:45.960000
303,2025-02-12 10:10:56.130000
303,2025-02-16 15:43:10.250000
303,2025-02-22 17:06:25.760000
303,2025-03-12 08:57:15.710000
303,2025-03-15 21:09:46.910000
303,2025-03-20 05:32:07.590000
303,2025-03-22 06:47:27.960000
303,2025-04-01 01:26:49.700000
303,2025-04-06 09:50:19.630000
303,2025-04-06 14:22:38.420000
303,2025-04-12 00:52:46.550000
303,2025-04-14 11:32:24.280000
303,2025-04-17 16:29:00.110000
304,2023-06-20 04:19:39.480000
304,2023-06-20 04:29:52.400000
304,2023-06-20 07:42:01.070000
304,2024-09-25 02:55:14.670000
304,2025-02-06 12:07:12.690000
304,2025-02-06 12:19:16.430000
305,2023-07-04 13:30:31.500000
305,2023-07-08 10:47:11.700000
305,2023-07-15 14:01:36.430000
305,2023-07-16 02:48:43.550000
305,2023-07-16 15:06:58.000000
305,2023-07-16 15:07:22.790000
305,2023-07-17 07:35:36.810000
305,2023-07-29 10:56:16.060000
305,2023-08-02 10:22:15.670000
305,2023-08-03 13:35:53.670000
305,2023-08-18 17:41:36.900000
306,2023-07-17 19:01:37.470000
306,2023-07-17 19:04:34.390000
307,2023-07-17 19:04:21.930000
307,2023-07-17 19:05:48.500000
308,2023-07-31 16:56:16.660000
308,2023-07-31 17:19:28.310000
308,2023-08-03 12:21:18.410000
309,2023-08-04 21:54:49.820000
309,2023-08-05 08:13:32.640000
309,2023-08-06 05:16:18.010000
309,2023-08-06 09:09:19.570000
309,2024-01-16 10:00:21.540000
310,2023-08-05 16:14:45.000000
310,2023-08-06 00:45:43.310000
311,2023-08-27 05:36:34.890000
311,2023-08-27 10:10:53.190000
312,2023-08-27 05:36:57.110000
312,2023-08-27 10:11:15.410000
313,2023-10-06 10:36:13.160000
313,2023-10-06 10:56:59.820000
314,2023-11-05 15:31:50.870000
314,2023-11-05 15:35:44.480000
314,2023-11-15 09:32:24.150000
314,2023-11-15 09:33:42.310000
314,2023-11-15 09:34:04.920000
314,2023-11-15 10:25:28.970000
314,2023-11-15 18:42:38.670000
314,2023-11-18 23:46:03.130000
314,2023-12-16 05:39:47.120000
314,2023-12-29 23:11:10.340000
314,2024-04-14 21:38:31.930000
314,2024-04-19 00:54:24.900000
314,2024-05-26 23:48:27.090000
314,2024-05-27 21:29:12.040000
314,2024-05-31 06:59:30.800000
314,2024-05-31 07:12:23.770000
314,2024-06-02 15:26:43.110000
314,2024-06-17 07:31:36.260000
314,2024-07-13 22:48:20.240000
314,2024-12-20 22:03:19.450000
314,2025-01-23 04:45:19.470000
315,2023-12-08 17:45:00.140000
315,2023-12-08 18:12:14.980000
316,2023-12-09 18:25:49.150000
316,2023-12-11 19:09:56.120000
316,2023-12-11 19:11:10.180000
316,2023-12-11 21:15:50.550000
317,2023-12-25 04:44:02.660000
317,2023-12-25 06:59:37.130000
317,2023-12-25 07:31:55.210000
317,2024-01-06 21:38:07.270000
318,2024-01-01 08:18:22.950000
318,2024-01-02 01:28:43.110000
318,2024-01-02 08:24:52.640000
318,2024-01-05 20:38:01.470000
318,2024-01-07 06:38:07.100000
318,2025-03-19 04:36:26.570000
319,2024-01-05 02:53:41.330000
319,2024-01-05 06:03:37.800000
320,2024-01-15 16:09:57.330000
320,2024-01-15 21:17:54.070000
320,2025-01-10 22:47:16.160000
321,2024-01-26 16:27:20.860000
321,2024-01-26 17:11:34.890000
321,2024-01-26 20:37:20.500000
321,2024-06-03 14:33:26.000000
321,2024-09-12 16:05:59.360000
321,2024-11-13 21:05:50.800000
322,2024-01-27 03:55:30.060000
322,2024-01-27 04:22:51.390000
322,2024-01-27 06:08:34.520000
322,2024-01-27 06:09:09.840000
322,2024-02-03 23:37:49.090000
322,2024-02-10 14:52:59.140000
323,2024-02-10 19:06:28.300000
323,2024-02-10 19:25:33.650000
324,2024-02-28 05:21:55.430000
324,2024-02-28 09:02:40.040000
324,2024-02-28 10:22:04.360000
325,2024-03-13 21:18:14.490000
325,2024-03-14 16:47:07.980000
325,2024-03-20 21:45:32.650000
326,2024-03-23 22:55:30.490000
326,2024-03-23 23:06:17.090000
327,2024-05-11 07:58:06.380000
327,2024-05-14 01:00:03.880000
327,2024-07-03 06:43:25.030000
327,2024-07-05 15:02:57.190000
328,2024-06-22 04:01:47.610000
328,2024-06-23 16:12:45.390000
328,2024-06-24 09:36:54.090000
328,2024-08-17 06:41:03.590000
328,2024-08-18 01:34:18.340000
328,2024-08-19 10:52:08.530000
328,2024-08-21 03:35:13.450000
328,2024-08-30 20:29:03.130000
329,2024-07-04 16:43:42.970000
329,2024-07-04 17:06:43.170000
330,2024-07-04 16:52:32.870000
330,2024-07-04 17:51:25.330000
330,2024-07-05 08:54:28.060000
330,2024-09-20 14:07:51.800000
331,2024-07-04 21:21:33.310000
331,2024-07-04 23:14:43.860000
331,2024-07-05 01:49:57.080000
331,2024-07-05 05:18:14.670000
331,2024-07-05 09:06:27.300000
332,2024-07-07 12:03:43.890000
332,2024-07-07 20:23:57.470000
332,2024-09-17 12:04:33.340000
332,2024-11-03 04:44:22.960000
332,2024-11-05 10:14:46.170000
333,2024-07-11 15:57:31.450000
333,2024-07-12 10:41:50.990000
334,2024-07-11 22:07:48.250000
334,2024-07-12 08:00:47.050000
334,2024-07-12 08:47:20.420000
335,2024-07-15 03:21:11.900000
335,2024-07-15 03:56:32.160000
336,2024-07-19 13:43:29.690000
336,2024-07-23 05:31:02.910000
336,2024-07-29 09:29:20.980000
337,2024-07-21 18:49:14.560000
337,2024-07-24 10:16:39.280000
337,2024-09-18 08:05:06.900000
337,2024-11-03 00:42:17.670000
338,2024-07-29 11:08:09.080000
338,2024-08-02 08:20:37.040000
339,2024-08-09 05:17:06.280000
339,2024-08-10 03:59:12.060000
340,2024-09-15 03:12:43.690000
340,2024-09-15 11:11:42.650000
340,2024-09-15 11:13:47.330000
341,2024-09-20 19:39:37.990000
341,2024-09-22 06:08:35.310000
341,2024-10-04 06:15:10.270000
341,2024-10-06 15:24:41.220000
342,2024-10-27 22:17:54.820000
342,2024-10-29 08:44:12.780000
342,2024-12-21 01:28:28.830000
343,2024-11-10 14:59:56.010000
343,2024-11-10 15:25:41.590000
343,2024-11-17 07:42:59.800000
343,2024-11-17 22:39:00.050000
343,2025-02-06 11:27:14.040000
344,2024-11-18 02:19:34.050000
344,2024-11-18 14:40:36.280000
345,2024-12-10 03:35:12.540000
345,2024-12-10 04:50:15.820000
345,2024-12-14 07:03:15.710000
345,2025-01-07 06:33:39.890000
345,2025-01-14 06:23:29.140000
346,2025-01-07 07:54:05.950000
346,2025-01-07 08:10:55.020000
347,2025-01-12 02:28:55.600000
347,2025-01-12 06:44:16.730000
347,2025-01-12 15:30:47.870000
348,2025-02-18 00:20:36.460000
348,2025-02-18 01:01:02.210000
349,2025-02-27 13:16:27.560000
349,2025-03-01 14:43:47.900000
349,2025-03-03 01:33:27.320000
349,2025-04-14 08:25:59.850000
350,2025-03-18 06:11:27.080000
350,2025-03-18 07:02:02.070000
351,2025-03-22 07:17:56.990000
351,2025-03-22 07:21:02.220000
352,2025-04-03 00:42:02.490000
352,2025-04-04 08:10:49.110000
353,2025-04-10 08:16:47.290000
353,2025-04-10 08:54:04.570000
353,2025-04-10 14:27:13.960000
353,2025-04-21 00:23:16.570000
354,2025-04-11 00:04:19.530000
354,2025-04-14 09:52:28.790000
354,2025-04-14 23:22:40.150000
354,2025-04-19 22:44:01.330000
355,2025-04-13 02:01:13.290000
355,2025-04-13 02:08:49.590000
355,2025-04-13 02:17:45.760000
355,2025-04-13 02:36:26.200000
355,2025-04-13 02:55:50.530000
355,2025-04-13 03:10:03.180000
355,2025-04-13 03:12:40.910000
355,2025-04-13 03:30:45.960000
355,2025-04-13 03:41:54.560000
355,2025-04-13 04:50:15.100000
355,2025-04-13 05:01:21.610000
355,2025-04-13 06:59:10.540000
355,2025-04-13 11:01:47.400000
355,2025-04-13 18:42:54.130000
355,2025-04-13 20:20:35.960000
355,2025-04-14 03:17:28.510000
355,2025-04-14 03:32:19.960000
355,2025-04-14 08:14:23.120000
355,2025-04-14 08:44:06.030000
355,2025-04-15 01:56:02.800000
355,2025-04-16 14:24:27.940000
356,2025-04-13 02:17:27.300000
356,2025-04-13 03:12:22.440000
356,2025-04-13 05:01:03.140000
357,2025-04-13 04:49:56.170000
357,2025-04-13 06:58:51.600000
357,2025-04-13 11:01:28.470000
357,2025-04-13 18:42:35.190000
357,2025-04-13 20:20:17.020000
357,2025-04-14 08:43:47.100000
357,2025-04-15 01:55:43.870000
357,2025-04-16 14:05:16.540000
357,2025-04-16 14:24:09.010000
357,2025-04-20 08:10:55.950000
358,2025-04-15 21:44:57.830000
358,2025-04-16 14:05:35.480000
358,2025-04-20 08:11:14.880000
