evid,etype,remark,auth,calculated_distance_km,origin_time,lat,lon,depth,totalarr,no_defining_phases,no_S_phase,orig_quality,wrms,rflag,fixed_depth,fixed_epicenter,fixed_origin_time,origin_bogusflag,magnitude,magtype,mag_nsta,mag_nobs,mag_uncertainty,orid,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,azismall,dipsmall,magsmall,aziinter,dipinter,maginter,azilarge,diplarge,maglarge,lddate,subsource,version,lddate
61661371,px,Canada blast,UW,49.5896741054207,2020-07-22 08:59:48.07-07,49.174166666666665,-122.11866666666667,-0.8,10,10,2,0.5,0.46,F,y,n,n,0,1.6500000000000001,d,7,7,0.13258936224760287,3134238,,,,,,,,,,,,,2.42,214,0,3.22,0,90,31.61,2020-07-22 23:26:40.370777,RT1,3,2020-07-22 16:03:22.607056
61662456,px,Canada blast,UW,44.15116347473269,2020-07-24 14:31:50.519998-07,49.0905,-122.18316666666666,-0.83,7,6,2,0.25,0.23,F,y,n,n,0,1.47,d,4,4,0.13446467225217762,3136243,,,,,,,,,,,,,1.5,53,0,17.99,0,90,31.61,2020-08-06 20:20:07.60142,RT1,3,2020-07-24 21:35:32.748556
61664581,eq,Canada,UW,49.62284189681199,2020-07-31 04:12:43.43-07,49.12883333333333,-122.23033333333333,8.75,13,11,5,1,0.09,F,n,n,n,0,1.08,l,3,5,0.07368096528341295,3135798,,,,,,,,,,,,,0.67,220,18,1.05,78,66,1.4,2020-08-04 17:13:46.003659,RT1,2,2020-07-31 11:16:23.610437
61658552,px,Canada blast,UW,40.040257543309245,2020-08-13 14:19:04.130001-07,49.07183333333333,-122.12633333333333,-0.97,7,7,0,0.25,0.46,F,y,n,n,0,1.4000000000000001,d,7,7,0.34918503080578667,3142578,,,,,,,,,,,,,2.26,188,0,5.56,0,90,31.61,2020-10-12 22:08:31.660587,RT2,3,2020-08-13 21:22:39.364253
61665182,px,Canada blast,UW,40.461098567502674,2020-08-28 12:46:51.07-07,49.06483333333333,-122.151,-0.84,8,7,0,0.5,0.23,F,y,n,n,0,0.89,d,3,3,0.17818592149601553,3138308,,,,,,,,,,,,,0.9,166,0,1.31,0,90,31.61,2020-08-28 23:40:38.124838,RT2,3,2020-08-28 19:50:19.018524
61666657,px,Canada blast,UW,38.57640758759699,2020-09-01 13:42:26.809998-07,49.0525,-122.133,-0.93,6,6,0,0.5,0.15,F,y,n,n,0,0.72,d,2,2,0.047929332439176076,3140158,,,,,,,,,,,,,0.8,188,0,3.91,0,90,31.61,2020-09-17 22:21:43.400226,RT2,3,2020-09-01 20:46:17.821653
61685911,px,Canada blast,UW,42.649300250079904,2020-09-21 10:29:11.129997-07,49.065,-122.19833333333334,-1.03,6,6,2,0.5,0.21,F,y,n,n,0,1.11,l,2,4,0.02931173448204194,3140658,,,,,,,,,,,,,1.38,225,0,3.33,0,90,31.61,2020-09-21 18:37:47.1917,RT1,2,2020-09-21 17:32:48.746167
61686306,px,Canada blast,UW,36.31729993421252,2020-09-22 11:10:38.889999-07,49.042833333333334,-122.1005,-0.96,5,5,0,0.25,0.11,F,y,n,n,0,1.47,d,5,5,0.15940734910776833,3140848,,,,,,,,,,,,,1.55,314,0,11.34,0,90,31.61,2020-09-23 18:38:00.678305,RT1,3,2020-09-22 18:14:28.095764
61501233,lf,Mt. Baker,UW,6.3925605058868,2020-10-16 20:54:51.639999-07,48.74033333333333,-121.88733333333333,-0.96,7,6,2,1,0.06,F,n,n,n,0,1.2,l,2,4,0.07091056251110983,3143003,,,,,,,,,,,,,0.27,272,11,0.56,28,66,1.68,2020-10-19 21:55:15.592102,Jiggle,3,2020-10-18 04:25:07.312227
61694267,px,Canada blast,UW,37.10086163609264,2020-12-04 14:58:13.68-08,49.0245,-122.15333333333334,-0.82,6,5,0,0.5,0.17,F,y,n,n,0,1.5,d,5,5,0.2964008406286731,3146438,,,,,,,,,,,,,0.73,186,0,4.49,0,90,31.61,2020-12-07 19:32:42.96831,RT2,3,2020-12-04 23:01:48.133569
61694722,px,Canada blast,UW,43.16994091109502,2020-12-09 14:01:34.58-08,49.1005,-122.13816666666666,-0.84,7,7,1,0.5,0.15,F,y,n,n,0,1.12,l,1,4,0.1546142766164722,3147273,,,,,,,,,,,,,0.52,309,0,1.06,0,90,31.61,2020-12-17 19:27:31.650407,RT2,5,2020-12-09 22:05:06.207298
61729586,px,Canada blast,UW,40.485341885491884,2021-05-03 14:33:27.3-07,49.12016666666667,-121.99133333333333,-0.68,8,8,1,0.5,0.17,F,y,n,n,0,1.46,d,6,6,0.2411618614215647,3157673,,,,,,,,,,,,,0.61,291,0,2.06,0,90,31.61,2021-05-05 18:33:05.202683,RT1,3,2021-05-03 21:37:27.133394
61501723,lf,Mt. Baker,UW,8.876781538929738,2021-07-18 06:07:52.869999-07,48.718333333333334,-121.73116666666667,-0.8,19,19,5,0.5,0.66,F,n,n,n,0,1.45,l,8,14,0.19872316000124457,3165018,,,,,,,,,,,,,0.97,304,14,1.97,91,72,3.64,2021-07-20 19:46:03.008489,Jiggle,1,2021-07-20 19:46:03.008489
61762866,px,Canada blast,UW,47.549276187988276,2021-08-05 12:20:57.279999-07,49.134,-122.16983333333333,-0.57,11,10,3,0.5,0.58,F,y,n,n,0,1.23,l,2,4,0.06541264612413356,3167113,,,,,,,,,,,,,1.95,305,0,3.18,0,90,31.61,2021-08-05 19:58:09.358325,RT1,2,2021-08-05 19:24:41.614355
61766966,lf,Mt. Baker,UW,7.0196708507924015,2021-08-15 14:43:54.49-07,48.78816666666667,-121.72366666666667,1.9,8,7,1,0.5,0.13,F,n,n,n,0,1.57,l,4,8,0.2042518842506621,3167468,,,,,,,,,,,,,0.31,237,31,0.81,79,56,3.56,2021-08-16 18:36:06.416885,RT1,3,2021-08-15 21:47:45.791386
61776881,px,Canada blast,UW,39.57918235321203,2021-09-07 14:36:36.78-07,49.078833333333336,-122.09816666666667,-0.67,11,9,2,0.5,0.24,F,y,n,n,0,0.85,l,2,5,0.0777641528926254,3170113,,,,,,,,,,,,,1.31,281,0,1.8,0,90,31.61,2021-09-07 23:55:41.642938,RT1,2,2021-09-07 21:40:31.855986
61777551,lf,Mt. Baker,UW,1.5510031208902482,2021-09-09 00:38:24.82-07,48.772166666666664,-121.79633333333334,3.49,10,10,3,0.5,0.44,F,y,n,n,0,1.05,l,4,7,0.2858693142308919,3170343,,,,,,,,,,,,,1,111,0,1.69,55,89,36.62,2021-09-09 21:22:25.999868,RT1,2,2021-09-09 07:42:01.154824
61777751,lf,Mt. Baker,UW,1.5320232390327722,2021-09-09 10:01:30.8-07,48.782333333333334,-121.8,30.53,16,13,6,1,0.11,F,n,n,n,0,1.47,l,4,9,0.29753161165829534,3170408,,,,,,,,,,,,,0.5,85,5,0.71,233,82,1.01,2021-09-10 18:17:31.825437,RT1,2,2021-09-09 17:05:45.821512
61501833,lf,Mt. Baker DLP,UW,4.136421256857237,2021-09-26 04:37:42.9-07,48.75983333333333,-121.76533333333333,2.85,10,10,2,0.5,0.51,F,n,n,n,0,1.28,l,4,8,0.17386939339374152,3171913,,,,,,,,,,,,,0.82,305,11,1.9,58,62,6.53,2021-09-29 00:39:13.881992,Jiggle,3,2021-09-29 00:01:23.633669
61776202,lf,Mt. Baker DLP,UW,4.924577295747525,2021-09-26 09:22:12.889999-07,48.790166666666664,-121.75433333333334,15.24,10,7,2,0.75,0.17,F,n,n,n,0,1.41,l,4,9,0.11039632309404213,3171918,,,,,,,,,,,,,0.49,280,18,0.91,52,63,2.3,2021-09-29 00:46:51.350076,RT2,3,2021-09-26 16:25:46.490001
61777922,px,Canada blast,UW,48.021496802888734,2021-10-04 12:14:47.689999-07,49.150666666666666,-122.14033333333333,-0.76,8,8,2,0.5,0.34,F,y,n,n,0,1.11,l,1,4,0.06639923210327336,3172208,,,,,,,,,,,,,2.16,244,0,2.47,0,90,31.61,2021-10-04 23:22:28.061245,RT2,2,2021-10-04 19:18:23.323249
61778377,lf,DLP at Mt. Baker,UW,5.670859206364152,2021-10-06 11:35:11.34-07,48.775666666666666,-121.73983333333334,3.69,11,10,3,0.5,0.21,F,y,n,n,0,1.47,l,3,7,0.06803049862155719,3172398,,,,,,,,,,,,,0.51,275,0,0.75,0,90,31.61,2021-10-06 20:16:25.229613,RT2,2,2021-10-06 18:39:20.501049
61779122,px,Canada blast,UW,45.519476672296534,2021-10-08 10:22:12.489998-07,49.127833333333335,-122.132,-0.94,9,9,2,0.25,0.72,F,y,n,n,0,1.1400000000000001,l,2,4,0.027277863015442105,3172533,,,,,,,,,,,,,2.96,195,0,5.37,0,90,31.61,2021-10-09 04:25:53.772617,RT2,2,2021-10-08 17:26:18.896911
61779157,px,Canada blast,UW,42.99500491504864,2021-10-08 12:21:29.84-07,49.09616666666667,-122.14383333333333,-0.81,9,8,0,0.25,0.3,F,y,n,n,0,1.01,d,4,4,0.15228312059909488,3172553,,,,,,,,,,,,,1.52,193,0,6.18,0,90,31.61,2021-10-09 04:59:33.080489,RT2,3,2021-10-08 19:25:04.680449
61789046,px,Canada blast,UW,40.54289145771302,2021-10-13 10:51:58.41-07,49.06033333333333,-122.16166666666666,-0.97,8,7,1,0.5,0.36,F,y,n,n,0,1.41,d,7,7,0.16994518867640673,3173053,,,,,,,,,,,,,1.3,193,0,3.9,0,90,31.61,2021-10-13 19:40:09.138939,RT1,3,2021-10-13 17:55:32.320955
61789256,px,Canada blast,UW,43.86203040429797,2021-10-13 16:33:10.959999-07,49.114,-122.123,-0.72,9,7,0,0.5,0.13,F,y,n,n,0,1.03,d,4,4,0.16943286328032947,3173233,,,,,,,,,,,,,0.49,299,0,0.95,0,90,31.61,2021-10-14 19:44:53.364766,RT1,3,2021-10-13 23:37:03.809345
61781437,px,Canada blast,UW,39.56733914305571,2021-10-16 13:06:22.299999-07,49.06316666666667,-122.13383333333333,0.6,6,5,0,0.75,0.07,F,n,n,n,0,0.84,l,1,4,0.06177860073346958,3173963,,,,,,,,,,,,,0.67,79,38,0.87,184,17,3.37,2021-10-19 04:02:13.903467,RT2,3,2021-10-16 20:10:25.999491
61782577,px,Canada blast,UW,42.9329595210665,2021-10-19 12:06:25.609997-07,49.094166666666666,-122.14683333333333,-0.65,8,8,2,0.5,0.27,F,y,n,n,0,1.34,l,1,4,0.029957627997903247,3174088,,,,,,,,,,,,,0.93,215,0,2.82,0,90,31.61,2021-10-20 16:29:52.513789,RT2,2,2021-10-19 19:09:56.330518
61791846,lf,Mt. Baker,UW,3.584309553331388,2021-10-22 13:03:35.91-07,48.78666666666667,-121.8625,-0.95,8,8,2,0.5,0.34,F,n,n,n,0,0.46,d,5,5,0.399347173774633,3174163,,,,,,,,,,,,,0.75,139,27,0.91,343,59,3.35,2021-10-22 21:03:21.007573,RT1,3,2021-10-22 20:07:03.928469
61785317,lf,DLP at Mt. Baker,UW,7.379304069706377,2021-10-31 10:42:19.579998-07,48.734833333333334,-121.7365,-0.66,10,9,3,1,0.1,F,n,n,n,0,1.62,l,3,5,0.17782439087547175,3174608,,,,,,,,,,,,,0.26,294,6,0.53,43,71,1.96,2021-10-31 21:50:26.345661,RT2,2,2021-10-31 17:46:27.178595
61786522,su,Mt. Baker,UW,6.996595736646708,2021-11-05 13:18:26.849998-07,48.811,-121.895,-0.8,8,7,1,0.5,0.14,F,y,n,n,0,-5,h,0,0,,3175978,,,,,,,,,,,,,0.34,138,0,1.25,0,90,31.61,2021-11-16 17:54:27.622012,RT2,4,2021-11-05 20:22:15.442374
61787597,px,Canada blast,UW,40.32389693366634,2021-11-10 16:27:20.399998-08,49.0515,-122.17333333333333,-0.78,12,12,2,0.5,0.22,F,y,n,n,0,0.85,d,4,4,0.09287370503004588,3175433,,,,,,,,,,,,,0.55,189,0,1.8,0,90,31.61,2021-11-11 22:17:48.524022,RT2,3,2021-11-11 00:30:53.617799
61788642,su,Mt. Baker,UW,2.8587650339335826,2021-11-14 19:06:02-08,48.77183333333333,-121.856,-0.98,4,4,0,0.5,0.25,F,y,n,n,0,-5,h,0,0,,3177028,,,,,,,,,,,,,0.89,169,0,1.73,0,90,31.61,2021-12-01 19:43:43.997767,RT2,4,2021-11-15 03:09:31.401056
61789482,su,Mt. Baker,UW,3.8652137561660185,2021-11-15 21:17:12.66-08,48.808166666666665,-121.83033333333333,-0.8,10,9,2,0.5,0.74,F,y,n,n,0,-5,h,0,0,,3175983,,,,,,,,,,,,,1.64,152,0,3.43,0,90,31.61,2021-11-16 17:58:33.353018,RT2,2,2021-11-16 05:20:54.718998
61798666,su,Mt. Baker,UW,3.0327490737803138,2021-11-18 12:35:06.329998-08,48.7715,-121.85833333333333,-0.8,5,5,0,0.5,0.25,F,y,n,n,0,-5,h,0,0,,3176163,,,,,,,,,,,,,0.72,163,0,1.46,0,90,31.61,2021-11-19 01:18:39.108131,RT1,2,2021-11-18 20:38:36.129336
61790342,px,Canada blast,UW,47.53632563684513,2021-11-19 17:04:59.68-08,49.144,-122.14466666666667,-0.83,13,11,0,0.5,0.44,F,y,n,n,0,0.93,d,3,3,0.08738098644588277,3176383,,,,,,,,,,,,,1.3,153,0,2.27,0,90,31.61,2021-11-23 04:59:38.525714,RT2,3,2021-11-20 01:08:53.820188
61790442,px,Canada blast,UW,44.40757767550409,2021-11-20 11:46:10.629997-08,49.098333333333336,-122.173,-0.67,13,11,2,0.5,0.1,F,y,n,n,0,0.92,d,5,5,0.17124287998571086,3176423,,,,,,,,,,,,,0.51,201,0,0.82,0,90,31.61,2021-11-23 06:24:32.801161,RT2,3,2021-11-20 19:49:53.684327
61790602,su,Mt. Baker,UW,2.5487181680739783,2021-11-21 13:58:13.279999-08,48.76866666666667,-121.85083333333333,-0.8,7,6,0,0.5,0.32,F,y,n,n,0,-5,h,0,0,,3176378,,,,,,,,,,,,,1,199,0,1.26,0,90,31.61,2021-11-23 04:52:47.640167,RT2,3,2021-11-21 22:02:01.337028
61800106,su,Mt. Baker,UW,4.807910897819072,2021-11-24 03:00:45.58-08,48.78666666666667,-121.88016666666667,-0.68,8,8,1,0.5,1.15,F,y,n,n,0,-5,h,0,0,,3176543,,,,,,,,,,,,,3.18,161,0,4.21,0,90,31.61,2021-11-24 21:26:31.325505,RT1,3,2021-11-24 11:04:49.374312
61801236,su,Mt. Baker,UW,4.597408249735447,2021-11-29 13:30:48.799999-08,48.79383333333333,-121.87266666666666,-0.8,7,5,1,0.5,0.05,F,y,n,n,0,-5,h,0,0,,3176933,,,,,,,,,,,,,0.23,152,0,2.85,0,90,31.61,2021-12-01 01:24:02.832478,RT1,2,2021-11-29 21:34:56.447096
61802006,su,Mt. Baker,UW,7.116424556263874,2021-12-02 08:09:10.82-08,48.803666666666665,-121.90366666666667,-0.8,9,8,2,0.5,0.42,F,y,n,n,0,-5,h,0,0,,3177113,,,,,,,,,,,,,0.71,140,0,2.38,0,90,31.61,2021-12-02 18:46:18.072353,RT1,3,2021-12-02 16:13:17.913015
61802866,px,Canada blast,UW,45.73424567790133,2021-12-04 15:40:14.18-08,49.1255,-122.14366666666666,-0.83,9,7,1,0.5,0.18,F,y,n,n,0,1.76,l,4,5,0.2386698063423438,3177503,,,,,,,,,,,,,0.54,150,0,1.33,0,90,31.61,2021-12-07 01:19:06.310808,RT1,3,2021-12-04 23:43:58.332193
61802931,su,Mt. Baker,UW,3.2586829588577886,2021-12-05 03:25:01.540001-08,48.75533333333333,-121.85083333333333,-0.8,7,6,0,0.5,0.22,F,y,n,n,0,-5,h,0,0,,3177603,,,,,,,,,,,,,0.73,226,0,0.81,0,90,31.61,2021-12-07 19:05:21.507786,RT1,4,2021-12-05 11:28:48.710436
61803082,px,Canada blast,UW,47.19211954472624,2022-01-20 12:29:16.709999-08,49.13666666666666,-122.15416666666667,-0.71,6,6,0,0.5,0.27,F,y,n,n,0,0.96,d,3,3,0.06247935871430599,3180998,,,,,,,,,,,,,1.3,138,0,2.26,0,90,31.61,2022-01-21 20:56:48.122459,RT2,3,2022-01-20 20:32:50.700215
61812446,px,Canada blast,UW,46.67004901325006,2022-01-24 11:44:29.94-08,49.1295,-122.15816666666667,-0.83,9,9,1,0.5,0.38,F,y,n,n,0,0.99,d,3,3,0.028047288799267545,3181148,,,,,,,,,,,,,1.09,147,0,2.39,0,90,31.61,2022-01-24 20:54:14.559597,RT1,3,2022-01-24 19:48:03.924092
61814491,px,Canada blast,UW,41.16099854896203,2022-02-03 15:19:38.4-08,49.08083333333333,-122.1335,-0.79,7,6,1,0.5,0.15,F,y,n,n,0,0.8,d,2,2,0.05159429896051981,3182248,,,,,,,,,,,,,0.79,160,0,0.98,0,90,31.61,2022-02-04 01:50:01.688501,RT1,3,2022-02-03 23:23:12.320594
61815516,px,Canada blast,UW,43.98978892282715,2022-02-07 12:33:58.639999-08,49.12716666666667,-122.09016666666666,-0.8,7,7,0,0.25,0.35,F,y,n,n,0,0.88,d,3,3,0.0760172681090876,3182743,,,,,,,,,,,,,1.69,188,0,6.17,0,90,31.61,2022-02-08 05:17:51.376333,RT1,3,2022-02-07 20:37:51.372949
61816026,px,Canada blast,UW,45.23858689411818,2022-02-11 08:01:00.169998-08,49.11566666666667,-122.15466666666667,-0.8,11,9,3,0.5,0.29,F,y,n,n,0,1.57,d,5,5,0.18082416290390935,3183953,,,,,,,,,,,,,0.82,234,0,1.45,0,90,31.61,2022-02-19 02:12:22.235394,RT1,3,2022-02-11 16:04:33.606216
61817736,px,Canada blast,UW,47.217871895765505,2022-02-18 13:05:30.72-08,49.138333333333335,-122.15066666666667,-0.72,15,14,1,0.5,0.21,F,y,n,n,0,1.21,l,3,4,0.05171483533459542,3184063,,,,,,,,,,,,,0.55,207,0,0.78,0,90,31.61,2022-02-21 05:13:14.053193,RT1,1,2022-02-18 21:08:08.337134
61818676,px,Canada blast,UW,46.42875562888604,2022-02-25 16:21:38.32-08,49.14783333333333,-122.102,-0.94,10,10,1,0.5,0.41,F,y,n,n,0,1.44,d,8,8,0.2760012819815958,3185558,,,,,,,,,,,,,1.54,193,0,4.1,0,90,31.61,2022-03-05 01:49:49.27087,RT1,4,2022-02-26 00:25:31.511404
61820746,lf,DLP at Mt. Baker,UW,2.0953683994212557,2022-03-07 23:55:25.68-08,48.79333333333334,-121.81816666666667,27.06,15,14,7,1,0.19,F,n,n,n,0,1.43,l,3,5,0.3517759911067784,3185958,,,,,,,,,,,,,0.51,220,5,0.82,346,80,1.69,2022-03-10 05:24:22.747955,RT1,5,2022-03-08 07:59:05.682345
61821001,px,Canada blast,UW,45.74438654829147,2022-03-08 14:49:51.85-08,49.129666666666665,-122.13333333333334,-0.83,10,10,0,0.5,0.3,F,y,n,n,0,0.9500000000000001,d,3,3,0.11749206307624904,3185833,,,,,,,,,,,,,1.03,178,0,2.42,0,90,31.61,2022-03-09 00:16:41.721385,RT1,3,2022-03-08 22:53:41.576347
61821351,px,Canada blast,UW,31.143974857174808,2022-03-09 16:33:56.81-08,49.000166666666665,-122.0695,-0.69,14,14,4,0.5,0.49,F,y,n,n,0,2.1,l,5,9,0.43305398133953643,3186048,,,,,,,,,,,,,1.08,159,0,2.76,0,90,31.61,2022-03-10 19:44:21.609321,RT1,2,2022-03-10 00:38:10.485152
61822721,lf,DLP at Mt. Baker,UW,2.9593091329373844,2022-03-16 07:40:59.219997-07,48.75083333333333,-121.83566666666667,30.96,18,18,7,0.75,0.34,F,n,n,n,0,0.9500000000000001,d,7,7,0.17554066509890998,3186508,,,,,,,,,,,,,0.89,278,10,1.06,30,63,1.51,2022-03-16 17:29:09.529707,RT1,2,2022-03-16 14:45:14.478278
61822801,px,Canada blast,UW,47.48001946975409,2022-03-16 15:57:02.5-07,49.152166666666666,-122.12066666666666,-0.72,13,12,2,0.5,0.24,F,y,n,n,0,1.48,l,4,4,0.2982978752698702,3186593,,,,,,,,,,,,,0.76,166,0,1.4,0,90,31.61,2022-03-16 23:42:23.569883,RT1,2,2022-03-16 23:00:35.579225
61815082,px,Canada blast,UW,47.97714161807017,2022-03-21 15:45:05.950001-07,49.157333333333334,-122.12033333333333,-0.67,8,8,1,0.5,0.31,F,y,n,n,0,0.97,d,3,3,0.0755686843202521,3187398,,,,,,,,,,,,,1.77,197,0,4.04,0,90,31.61,2022-03-22 17:59:39.381344,RT2,3,2022-03-21 22:48:42.138055
61815962,px,Canada blast,UW,46.40316243846322,2022-03-24 15:11:07.700001-07,49.135,-122.13733333333333,-0.71,9,9,0,0.5,0.25,F,y,n,n,0,0.98,d,4,4,0.09384548999915499,3188078,,,,,,,,,,,,,1.01,137,0,1.85,0,90,31.61,2022-03-27 01:08:10.078822,RT2,3,2022-03-24 22:14:43.499914
61815967,px,Canada blast,UW,31.736487885400713,2022-03-24 15:22:22.75-07,49.00683333333333,-122.06933333333333,-0.69,10,10,3,0.5,0.45,F,y,n,n,0,1.04,d,3,3,0.07985490432763642,3188083,,,,,,,,,,,,,1.42,162,0,2.8,0,90,31.61,2022-03-27 01:13:08.272185,RT2,3,2022-03-24 22:26:06.581167
61827036,px,Canada blast,UW,49.58677902497402,2022-04-01 13:30:16.719997-07,49.165333333333336,-122.14433333333334,-0.36,14,13,2,0.5,0.45,F,y,n,n,0,1.51,d,10,10,0.2502765283997388,3188883,,,,,,,,,,,,,1.05,206,0,4,0,90,31.61,2022-04-01 22:38:48.449639,RT1,3,2022-04-01 20:34:29.007767
61820782,px,Canada blast,UW,42.404534657972604,2022-04-08 17:06:13.619999-07,49.115,-122.07866666666666,-0.71,8,7,0,0.5,0.21,F,y,n,n,0,0.9,d,4,4,0.09164079105729539,3189568,,,,,,,,,,,,,0.72,296,0,2.45,0,90,31.61,2022-04-09 02:47:06.119558,RT2,3,2022-04-09 00:09:49.912027
61830811,px,Canada blast,UW,46.41332744586141,2022-04-11 15:30:26.329998-07,49.141333333333336,-122.1205,-0.71,13,12,4,0.5,0.26,F,y,n,n,0,0.97,d,4,4,0.08368379209194132,3192063,,,,,,,,,,,,,0.92,146,0,1.06,0,90,31.61,2022-05-06 20:26:17.544282,RT1,5,2022-04-11 22:34:07.086004
61822662,px,Canada blast,UW,47.30953318271757,2022-04-14 10:32:49.689999-07,49.122,-122.191,-0.38,17,16,7,0.5,0.18,F,y,n,n,0,0.98,d,3,3,0.04350169792223424,3190363,,,,,,,,,,,,,0.41,310,0,0.58,0,90,31.61,2022-04-19 00:35:09.353511,RT2,3,2022-04-14 17:36:47.179307
61835326,px,Canada blast,UW,39.366452590347244,2022-04-29 15:44:48.639999-07,49.0465,-122.162,-0.69,11,8,1,0.5,0.25,F,y,n,n,0,0.77,d,4,4,0.10677527399791775,3193068,,,,,,,,,,,,,0.77,150,0,1.75,0,90,31.61,2022-05-17 05:17:42.829202,RT1,5,2022-04-29 22:48:26.670207
61836191,px,Canada blast,UW,40.91565933708614,2022-05-02 15:13:06.41-07,49.074333333333335,-122.14183333333334,-0.76,7,5,0,0.5,0.07,F,y,n,n,0,0.79,d,2,2,0.037000442454758975,3193763,,,,,,,,,,,,,0.54,178,0,2.94,0,90,31.61,2022-05-21 05:39:08.591238,RT1,5,2022-05-02 22:16:43.805194
61836421,px,Canada blast,UW,38.92184675239342,2022-05-03 11:05:50.609999-07,49.0645,-122.1155,-0.7,13,12,3,0.5,0.4,F,y,n,n,0,1.44,d,8,8,0.4847977063900131,3191918,,,,,,,,,,,,,1.57,173,0,2.61,0,90,31.61,2022-05-06 00:29:05.517066,RT1,3,2022-05-03 18:09:28.65687
61828047,px,Canada blast,UW,45.25913413575173,2022-05-04 13:15:54.84-07,49.12,-122.14483333333334,-0.42,13,9,1,0.5,0.22,F,y,n,n,0,1.29,l,4,7,0.08914317652534942,3191938,,,,,,,,,,,,,0.9,167,0,1.82,0,90,31.61,2022-05-06 01:01:02.609193,RT2,2,2022-05-04 20:19:51.650167
61832337,px,Canada blast,UW,48.97026594346678,2022-05-17 13:32:16.289997-07,49.1395,-122.1925,-0.68,10,10,4,0.5,0.4,F,y,n,n,0,1.04,d,4,4,0.06099044368364237,3193118,,,,,,,,,,,,,1.33,168,0,2.13,0,90,31.61,2022-05-17 21:08:49.743502,RT2,3,2022-05-17 20:36:05.440994
61841506,px,Canada blast,UW,43.31578237262463,2022-05-18 15:57:15.209999-07,49.112833333333334,-122.11116666666666,-0.73,7,7,0,0.25,0.37,F,y,n,n,0,1.1500000000000001,l,2,4,0.015639989375222263,3193313,,,,,,,,,,,,,1.62,294,0,5.59,0,90,31.61,2022-05-19 03:55:09.248577,RT1,2,2022-05-18 23:00:55.568048
61835887,px,Canada blast,UW,40.464808391340526,2022-05-26 12:09:08.27-07,49.077333333333335,-122.12433333333334,-0.7,7,7,2,0.5,0.32,F,y,n,n,0,0.88,d,4,4,0.09421113277952387,3194423,,,,,,,,,,,,,1.74,309,0,4.53,0,90,31.61,2022-05-27 22:23:52.252063,RT2,3,2022-05-26 19:12:36.791333
61836242,px,Canada blast,UW,46.06440307211977,2022-05-27 14:27:20.18-07,49.13733333333333,-122.12166666666667,-0.73,14,14,3,0.5,0.3,F,y,n,n,0,1.1,l,2,5,0.06257194103365205,3194488,,,,,,,,,,,,,0.87,140,0,1.27,0,90,31.61,2022-05-28 18:24:55.84437,RT2,2,2022-05-27 21:31:31.074289
61837612,px,Canada blast,UW,48.93939594111171,2022-05-31 12:08:27.23-07,49.1455,-122.17783333333334,-0.81,7,7,2,0.25,0.48,F,y,n,n,0,0.87,l,2,5,0.022906465804622522,3195403,,,,,,,,,,,,,2.84,311,0,5.14,0,90,31.61,2022-06-10 00:27:55.839523,RT2,2,2022-05-31 19:11:56.235563
61837932,px,Canada blast,UW,47.5987644234928,2022-06-01 12:05:26.18-07,49.15866666666667,-122.10483333333333,-0.85,12,12,4,0.5,0.42,F,y,n,n,0,1.28,l,3,8,0.09984517687104821,3195418,,,,,,,,,,,,,2.27,302,0,4.02,0,90,31.61,2022-06-10 00:46:41.489405,RT2,2,2022-06-01 19:09:07.475232
61840062,px,Canada blast,UW,40.68357002326715,2022-06-06 15:04:26.689999-07,49.072,-122.14133333333334,-0.48,10,7,0,0.5,0.09,F,y,n,n,0,0.9,l,2,5,0.053855252504631745,3195498,,,,,,,,,,,,,0.48,190,0,2.29,0,90,31.61,2022-06-10 23:21:26.473652,RT2,1,2022-06-06 22:06:58.053138
61842547,px,Canada blast,UW,33.296460960227954,2022-06-13 14:42:57.019998-07,49.023666666666664,-122.06983333333334,-0.7,9,8,0,0.25,0.47,F,y,n,n,0,0.61,l,3,6,0.2959647500275998,3195708,,,,,,,,,,,,,2.17,161,0,16.73,0,90,31.61,2022-06-14 22:41:02.08159,RT2,2,2022-06-13 21:46:31.211917
61851956,eq,Just across the border near Mt. Baker,UW,44.258886198337926,2022-06-15 12:05:47.99-07,49.11633333333333,-122.12766666666667,2.94,23,18,6,1,0.19,F,n,n,n,0,1.53,l,4,10,0.23276966107356267,3195833,,,,,,,,,,,,,0.4,153,10,0.59,298,77,1.5,2022-06-15 23:09:25.209639,RT1,2,2022-06-15 19:10:08.755765
61852311,px,Canada blast,UW,47.48785773207754,2022-06-16 11:44:12.369999-07,49.151666666666664,-122.12233333333333,-0.73,12,12,4,0.5,0.23,F,y,n,n,0,1.26,l,2,5,0.040205400066696484,3196193,,,,,,,,,,,,,0.75,226,0,0.87,0,90,31.61,2022-06-18 04:19:12.858912,RT1,2,2022-06-16 18:47:56.782219
61844292,lf,Mt. Baker,UW,2.5281310013212037,2022-06-18 01:40:26.98-07,48.7615,-121.8455,-0.71,10,7,0,0.5,0.29,F,n,n,n,0,1.35,l,3,9,0.19719770511653256,3196408,,,,,,,,,,,,,0.74,217,14,0.97,356,71,3.29,2022-06-20 19:31:33.979463,RT2,3,2022-06-18 08:44:10.615093
