#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
UW|PASS||HHE|48.998299|-122.085197|175.4|0.0|90.0|0.0|CMG-3T/NSN,Velocity Sensor,GURALP|630795000.0|1.0|m/s|100.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||HHE|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||HHE|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||HHE|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504049000.0|1.0|m/s|100.0|2021-07-23T00:00:00|
UW|PASS||HHN|48.998299|-122.085197|175.4|0.0|0.0|0.0|CMG-3T/NSN,Velocity Sensor,GURALP|630795000.0|1.0|m/s|100.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||HHN|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||HHN|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||HHN|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504049000.0|1.0|m/s|100.0|2021-07-23T00:00:00|
UW|PASS||HHZ|48.998299|-122.085197|175.4|0.0|0.0|-90.0|CMG-3T/NSN,Velocity Sensor,GURALP|630795000.0|1.0|m/s|100.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||HHZ|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||HHZ|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504316000.0|1.0|m/s|100.0|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||HHZ|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Velocity Sensor,NANOMETRICS|504049000.0|1.0|m/s|100.0|2021-07-23T00:00:00|
UW|PASS||LCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Phase|999661.0|0.25|s|1.0|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||LCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Phase|999656.0|0.25|s|1.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||LCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Phase|999656.0|0.25|s|1.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||LCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Phase|999656.0|0.25|s|1.0|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||LCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2021-07-23T00:00:00|
UW|PASS||LCL|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Lock Loss|0.016667|0.25|s|1.0|2021-07-23T00:00:00|
UW|PASS||LCQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Quality|0.999661|0.25|percent|1.0|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||LCQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Quality|0.999656|0.25|percent|1.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||LCQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Quality|0.999656|0.25|percent|1.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||LCQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Quality|0.999656|0.25|percent|1.0|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||LCQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2021-07-23T00:00:00|
UW|PASS||LHE|48.998299|-122.085197|175.4|0.0|90.0|0.0|CMG-3T,Velocity Sensor,GURALP|616151000.0|0.02|m/s|1.0|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||LHN|48.998299|-122.085197|175.4|0.0|0.0|0.0|CMG-3T,Velocity Sensor,GURALP|616151000.0|0.02|m/s|1.0|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||LHZ|48.998299|-122.085197|175.4|0.0|0.0|-90.0|CMG-3T,Velocity Sensor,GURALP|616151000.0|0.02|m/s|1.0|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||LTW|48.998299|-122.085197|175.4|0.0|0.0|0.0|Tide|0.999486|0.1|bit|1.0|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||LTW|48.998299|-122.085197|175.4|0.0|0.0|0.0|Tide|0.999486|0.1|bit|1.0|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||SBT|48.998299|-122.085197|175.4|0.0|0.0|0.0|Q330 Re-boots|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SCA|48.998299|-122.085197|175.4|0.0|0.0|0.0|Comm. Attempts|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SCE|48.998299|-122.085197|175.4|0.0|0.0|0.0|Calibration Input|10.0|0.025|percent|0.1|2021-07-23T00:00:00|
UW|PASS||SCK|48.998299|-122.085197|175.4|0.0|0.0|0.0|Checksum Errors|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SCS|48.998299|-122.085197|175.4|0.0|0.0|0.0|Comm. Successes|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SCT|48.998299|-122.085197|175.4|0.0|0.0|0.0|Command Timeouts|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SDG|48.998299|-122.085197|175.4|0.0|0.0|0.0|Data Gaps|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SDL|48.998299|-122.085197|175.4|0.0|0.0|0.0|Data Latency|1.0|0.025|s|0.1|2021-07-23T00:00:00|
UW|PASS||SDT|48.998299|-122.085197|175.4|0.0|0.0|0.0|Comm. Duty Cycle|10.0|0.025|percent|0.1|2021-07-23T00:00:00|
UW|PASS||SIO|48.998299|-122.085197|175.4|0.0|0.0|0.0|IO Errors|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SMD|48.998299|-122.085197|175.4|0.0|0.0|0.0|Missing Data|1.0|0.025|s|0.1|2021-07-23T00:00:00|
UW|PASS||SNI|48.998299|-122.085197|175.4|0.0|0.0|0.0|IP Address Changes|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SPK|48.998299|-122.085197|175.4|0.0|0.0|0.0|Packets Received|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SPO|48.998299|-122.085197|175.4|0.0|0.0|0.0|POCs Received|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||SRD|48.998299|-122.085197|175.4|0.0|0.0|0.0|Received Bps|8.0|0.025|bit/s|0.1|2021-07-23T00:00:00|
UW|PASS||SSL|48.998299|-122.085197|175.4|0.0|0.0|0.0|Time since last status in s|1.0|0.025|s|0.1|2021-07-23T00:00:00|
UW|PASS||SSQ|48.998299|-122.085197|175.4|0.0|0.0|0.0|Sequence Errors|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||STH|48.998299|-122.085197|175.4|0.0|0.0|0.0|Throughput|100.0|0.025|s|0.1|2021-07-23T00:00:00|
UW|PASS||SWR|48.998299|-122.085197|175.4|0.0|0.0|0.0|Sent Bps|8.0|0.025|bit/s|0.1|2021-07-23T00:00:00|
UW|PASS||VAP|48.998299|-122.085197|175.4|0.0|0.0|0.0|Motherboard Voltage|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||VCO|48.998299|-122.085197|175.4|0.0|0.0|0.0|Voltage Controlled Oscillator|0.994038|0.025|counts|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VCO|48.998299|-122.085197|175.4|0.0|0.0|0.0|Voltage Controlled Oscillator|0.994038|0.025|counts|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VCO|48.998299|-122.085197|175.4|0.0|0.0|0.0|Voltage Controlled Oscillator|0.994038|0.025|counts|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VCO|48.998299|-122.085197|175.4|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.025|counts|0.1|2021-07-23T00:00:00|
UW|PASS||VEA|48.998299|-122.085197|175.4|0.0|0.0|0.0|Antenna Current|994.038|0.025|A|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VEA|48.998299|-122.085197|175.4|0.0|0.0|0.0|Antenna Current|994.038|0.025|A|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VEA|48.998299|-122.085197|175.4|0.0|0.0|0.0|Antenna Current|994.038|0.025|A|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VEA|48.998299|-122.085197|175.4|0.0|0.0|0.0|Antenna Current|1000.0|0.025|A|0.1|2021-07-23T00:00:00|
UW|PASS||VEC|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Current|994.038|0.025|A|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VEC|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Current|994.038|0.025|A|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VEC|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Current|994.038|0.025|A|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VEC|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Current|1000.0|0.025|A|0.1|2021-07-23T00:00:00|
UW|PASS||VEP|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Voltage|6.62728|0.025|V|0.1|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||VEP|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Voltage|6.62725|0.025|V|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VEP|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Voltage|6.62725|0.025|V|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VEP|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Voltage|6.62725|0.025|V|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VEP|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Voltage|6.667|0.025|V|0.1|2021-07-23T00:00:00|
UW|PASS||VFP|48.998299|-122.085197|175.4|0.0|0.0|0.0|Packet Buffer Usage|9.94038|0.025|percent|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VFP|48.998299|-122.085197|175.4|0.0|0.0|0.0|Packet Buffer Usage|9.94038|0.025|percent|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VFP|48.998299|-122.085197|175.4|0.0|0.0|0.0|Packet Buffer Usage|9.94038|0.025|percent|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VFP|48.998299|-122.085197|175.4|0.0|0.0|0.0|Packet Buffer Usage|10.0|0.025|percent|0.1|2021-07-23T00:00:00|
UW|PASS||VKI|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Temperature|0.994042|0.025|degC|0.1|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||VKI|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Temperature|0.994038|0.025|degC|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VKI|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Temperature|0.994038|0.025|degC|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VKI|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Temperature|0.994038|0.025|degC|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VKI|48.998299|-122.085197|175.4|0.0|0.0|0.0|System Temperature|1.0|0.025|degC|0.1|2021-07-23T00:00:00|
UW|PASS||VM1|48.998299|-122.085197|175.4|0.0|0.0|-90.0|CMG-3T,Mass Position Seismometer,GURALP||||0.1|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||VM1|48.998299|-122.085197|175.4|0.0|0.0|-90.0|Mass Position Seismometer|9.94038|0.025|V|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VM1|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VM1|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VM1|48.998299|-122.085197|175.4|0.0|0.0|-90.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|10.0549|0.025|V|0.1|2021-07-23T00:00:00|
UW|PASS||VM2|48.998299|-122.085197|175.4|0.0|0.0|0.0|CMG-3T,Mass Position Seismometer,GURALP||||0.1|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||VM2|48.998299|-122.085197|175.4|0.0|0.0|0.0|Mass Position Seismometer|9.94038|0.025|V|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VM2|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VM2|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VM2|48.998299|-122.085197|175.4|0.0|0.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|10.0549|0.025|V|0.1|2021-07-23T00:00:00|
UW|PASS||VM3|48.998299|-122.085197|175.4|0.0|90.0|0.0|CMG-3T,Mass Position Seismometer,GURALP||||0.1|2009-01-08T00:00:00|2013-06-20T00:00:00
UW|PASS||VM3|48.998299|-122.085197|175.4|0.0|90.0|0.0|Mass Position Seismometer|9.94038|0.025|V|0.1|2013-06-20T00:00:00|2014-12-05T00:00:00
UW|PASS||VM3|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2014-12-05T00:00:00|2016-11-19T00:00:00
UW|PASS||VM3|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|9.94038|0.025|V|0.1|2020-05-21T00:00:00|2021-07-23T00:00:00
UW|PASS||VM3|48.998299|-122.085197|175.4|0.0|90.0|0.0|TRILLIUM 120PA,Mass Position Seismometer,NANOMETRI|10.0549|0.025|V|0.1|2021-07-23T00:00:00|
UW|PLBD||CPU|48.547519|-121.744412|223.0|0.0|0.0|0.0|Cpu Load Average|100.008|0.1|s|1.0|2019-07-16T00:00:00|
UW|PLBD||DEG|48.547519|-121.744412|223.0|0.0|0.0|0.0|System Temperature|9.99982|0.25|degC|1.0|2019-07-16T00:00:00|
UW|PLBD||ENE|48.547519|-121.744412|223.0|0.0|90.0|0.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213765.0|1.0|m/s**2|100.0|2019-07-16T00:00:00|
UW|PLBD||ENN|48.547519|-121.744412|223.0|0.0|0.0|0.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213765.0|1.0|m/s**2|100.0|2019-07-16T00:00:00|
UW|PLBD||ENZ|48.547519|-121.744412|223.0|0.0|0.0|-90.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213765.0|1.0|m/s**2|100.0|2019-07-16T00:00:00|
UW|PLBD||LCE|48.547519|-121.744412|223.0|0.0|0.0|0.0|Clock Phase|999982000.0|0.25|s|1.0|2019-07-16T00:00:00|
UW|PLBD||LCQ|48.547519|-121.744412|223.0|0.0|0.0|0.0|Clock Quality|0.999982|0.25|percent|1.0|2019-07-16T00:00:00|
UW|PLBD||VEC|48.547519|-121.744412|223.0|0.0|0.0|0.0|System Current|1000.08|0.1|A|1.0|2019-07-16T00:00:00|
UW|PLBD||VEP|48.547519|-121.744412|223.0|0.0|0.0|0.0|System Voltage|999.982|0.25|V|1.0|2019-07-16T00:00:00|
UW|PUBD||CPU|48.652599|-121.688091|325.4|0.0|0.0|0.0|CPU Load Average|100.0|0.25|percent|1.0|2019-07-01T00:00:00|
UW|PUBD||DEG|48.652599|-121.688091|325.4|0.0|0.0|0.0|System Temperature|10.0|0.25|degC|1.0|2019-07-01T00:00:00|
UW|PUBD||ENE|48.652599|-121.688091|325.4|0.0|90.0|0.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213949.0|1.0|m/s**2|100.0|2019-07-01T00:00:00|
UW|PUBD||ENN|48.652599|-121.688091|325.4|0.0|0.0|0.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213949.0|1.0|m/s**2|100.0|2019-07-01T00:00:00|
UW|PUBD||ENZ|48.652599|-121.688091|325.4|0.0|0.0|-90.0|EPISENSOR ES-DECK,Accelerometer,KINEMETRICS|213949.0|1.0|m/s**2|100.0|2019-07-01T00:00:00|
UW|PUBD||HUM|48.652599|-121.688091|325.4|0.0|0.0|0.0|Humidity|10.0|0.25|percent|1.0|2019-07-01T00:00:00|
UW|PUBD||LCE|48.652599|-121.688091|325.4|0.0|0.0|0.0|Clock Phase|1000000000.0|0.25|s|1.0|2019-07-01T00:00:00|
UW|PUBD||LCQ|48.652599|-121.688091|325.4|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2019-07-01T00:00:00|
UW|PUBD||VEC|48.652599|-121.688091|325.4|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2019-07-01T00:00:00|
UW|PUBD||VEP|48.652599|-121.688091|325.4|0.0|0.0|0.0|System Voltage|1000.0|0.25|V|1.0|2019-07-01T00:00:00|
UW|PUBD||VVB|48.652599|-121.688091|325.4|0.0|0.0|0.0|Volumetric Strain|1000.0|0.25|V|1.0|2019-07-01T00:00:00|
UW|PUBD||VVX|48.652599|-121.688091|325.4|0.0|0.0|0.0|External DC|1000.0|0.25|V|1.0|2019-07-01T00:00:00|
UW|QHSH||HNE|48.76047|-122.49662|22.1|0.0|90.0|0.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2012-05-07T00:00:00|2014-12-18T00:00:00
UW|QHSH||HNN|48.76047|-122.49662|22.1|0.0|0.0|0.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2012-05-07T00:00:00|2014-12-18T00:00:00
UW|QHSH||HNZ|48.76047|-122.49662|22.1|0.0|0.0|-90.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2012-05-07T00:00:00|2014-12-18T00:00:00
UW|QHSH|01|HNE|48.76047|-122.49662|22.1|0.0|90.0|0.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2014-12-18T00:00:00|
UW|QHSH|01|HNN|48.76047|-122.49662|22.1|0.0|0.0|0.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2014-12-18T00:00:00|
UW|QHSH|01|HNZ|48.76047|-122.49662|22.1|0.0|0.0|-90.0|ACCELEROMETER|256331.3933925|1.0|m/s**2|200.0|2014-12-18T00:00:00|
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|90.0|Velocity Sensor|1243020000.0|1.0|m|100.0|1980-01-01T00:00:00|1981-07-01T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|645653000.0|1.0|m/s|100.0|1981-07-01T00:00:00|1985-01-01T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|645653000.0|1.0|m/s|100.0|1985-01-01T00:00:00|1990-08-02T23:59:59
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|323593000.0|1.0|m/s|100.0|1990-08-03T00:00:00|1994-12-31T23:59:59
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|5128600000.0|1.0|m/s|100.0|1995-01-01T00:00:00|1995-01-18T23:59:59
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|1288250000.0|1.0|m/s|100.0|1995-01-19T00:00:00|1998-09-30T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|40738000.0|1.0|m/s|100.0|1998-09-30T00:00:00|1998-10-15T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|1288250000.0|1.0|m/s|100.0|1998-10-15T00:00:00|2008-04-01T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|650878000.0|1.0|m/s|100.0|2008-04-01T00:00:00|2009-02-09T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|650878000.0|1.0|m/s|100.0|2009-02-09T00:00:00|2017-04-17T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|4339900000.0|1.0|m/s|100.0|2017-04-17T00:00:00|2017-08-15T00:00:00
UW|RPW||EHZ|48.44817|-121.514847|850.0|0.0|0.0|90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|911880000.0|1.0|m/s|100.0|2017-08-15T00:00:00|2019-03-15T00:00:00
UW|RPW||SHZ|48.44817|-121.514847|850.0|0.0|0.0|90.0|Velocity Sensor|1243020000.0|1.0|m|50.0|1980-01-01T00:00:00|1981-07-01T00:00:00
UW|RPW||SHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|645653000.0|1.0|m/s|50.0|1981-07-01T00:00:00|1985-01-01T00:00:00
UW|RPW||SHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|645653000.0|1.0|m/s|50.0|1985-01-01T00:00:00|1990-08-02T23:59:59
UW|RPW||SHZ|48.44817|-121.514847|850.0|0.0|0.0|-90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|323593000.0|1.0|m/s|50.0|1990-08-03T00:00:00|1994-10-01T00:00:00
UW|RPW|01|EHZ|48.44817|-121.514847|850.0|0.0|0.0|90.0|L-4C VERTICAL,Velocity Sensor,SERCEL|6080190000.0|1.0|m/s|100.0|2017-08-15T00:00:00|2021-02-23T00:00:00
UW|RPW2||ENE|48.44488|-121.52654|693.0|1.0|90.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||ENE|48.44488|-121.52654|693.0|1.0|90.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-07-07T00:00:00|
UW|RPW2||ENN|48.44488|-121.52654|693.0|1.0|0.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||ENN|48.44488|-121.52654|693.0|1.0|0.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-07-07T00:00:00|
UW|RPW2||ENZ|48.44488|-121.52654|693.0|1.0|0.0|-90.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||ENZ|48.44488|-121.52654|693.0|1.0|0.0|-90.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-07-07T00:00:00|
UW|RPW2||HHE|48.44488|-121.52654|693.0|1.0|90.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||HHE|48.44488|-121.52654|693.0|1.0|90.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-07-07T00:00:00|
UW|RPW2||HHN|48.44488|-121.52654|693.0|1.0|0.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||HHN|48.44488|-121.52654|693.0|1.0|0.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-07-07T00:00:00|
UW|RPW2||HHZ|48.44488|-121.52654|693.0|1.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2019-10-11T00:00:00|2021-07-07T00:00:00
UW|RPW2||HHZ|48.44488|-121.52654|693.0|1.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-07-07T00:00:00|
UW|RPW2|D0|GAN|48.44488|-121.52654|694.0|0.0|0.0|0.0|Gps Antenna Status|1.0|0.25|counts|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GEL|48.44488|-121.52654|694.0|0.0|0.0|0.0|Gps Elevation|1000.0|0.25|m|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GLA|48.44488|-121.52654|694.0|0.0|0.0|0.0|Gps Latitude|1000.0|0.25|deg|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GLO|48.44488|-121.52654|694.0|0.0|0.0|0.0|Gps Longitude|1000.0|0.25|deg|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GNS|48.44488|-121.52654|694.0|0.0|0.0|0.0|Satellite Count|1.0|0.25|counts|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GPL|48.44488|-121.52654|694.0|0.0|0.0|0.0|Clock Phase Lock|1.0|0.25|counts|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|GST|48.44488|-121.52654|694.0|0.0|0.0|0.0|Clock Status|1.0|0.25|counts|1.0|2021-07-07T00:00:00|
